ID,condition,question,prevalence,trial
1120,generic,q22,8,11
1120,generic,q20,50,2
1120,generic,q24,35,12
1120,generic,q27,41,15
1120,generic,q40,16,10
1120,generic,q39,25,1
1120,generic,q34,6,3
1120,generic,q35,8,6
1120,generic,q32,7,7
1121,specific,q7,47,10
1121,specific,q8,29,16
1121,specific,q9,33,12
1121,specific,q10,25,1
1121,specific,q30,7,11
1121,specific,q14,18,15
1121,specific,q16,8,5
1121,specific,q22,22,8
1121,specific,q20,8,6
1121,specific,q24,20,2
1121,specific,q27,24,4
1121,specific,q40,25,9
1121,specific,q39,8,7
1121,specific,q34,4,13
1121,specific,q35,37,14
1121,specific,q32,21,3
1122,baseline,q7,100,6
1122,baseline,q8,1,2
1122,baseline,q9,35,4
1122,baseline,q10,50,1
1122,baseline,q30,1,5
1122,baseline,q14,3,10
1122,baseline,q16,1,9
1122,baseline,q22,1,7
1122,baseline,q20,5,14
1122,baseline,q24,25,15
1122,baseline,q27,1,17
1122,baseline,q40,30,16
1122,baseline,q39,2,8
1122,baseline,q34,1,13
1122,baseline,q35,90,12
1122,baseline,q32,1,3
1123,generic,q7,40,17
1123,generic,q8,24,9
1123,generic,q9,67,4
1123,generic,q10,39,2
1123,generic,q30,44,6
1123,generic,q14,50,14
1123,generic,q16,29,3
1123,generic,q22,33,8
1123,generic,q20,31,13
1123,generic,q24,41,1
1123,generic,q27,41,5
1123,generic,q40,76,15
1123,generic,q39,35,12
1123,generic,q34,22,10
1123,generic,q35,49,7
1123,generic,q32,50,11
1124,specific,q7,75,9
1124,specific,q8,40,10
1124,specific,q9,50,8
1124,specific,q10,25,2
1124,specific,q30,25,15
1124,specific,q14,95,12
1124,specific,q16,15,14
1124,specific,q22,70,5
1124,specific,q20,25,7
1124,specific,q24,30,16
1124,specific,q27,75,1
1124,specific,q40,85,3
1124,specific,q39,65,17
1124,specific,q34,40,13
1124,specific,q35,85,11
1124,specific,q32,60,6
1125,generic,q7,99,2
1125,generic,q8,100,4
1125,generic,q9,100,12
1125,generic,q10,100,8
1125,generic,q30,100,13
1125,generic,q14,100,17
1125,generic,q16,100,5
1125,generic,q22,100,15
1125,generic,q20,100,16
1125,generic,q24,100,6
1125,generic,q27,99,1
1125,generic,q40,99,11
1125,generic,q39,100,14
1125,generic,q34,100,9
1125,generic,q35,100,7
1125,generic,q32,100,3
1126,generic,q7,25,12
1126,generic,q8,25,14
1126,generic,q9,25,6
1126,generic,q10,25,1
1126,generic,q30,25,7
1126,generic,q14,25,10
1126,generic,q16,25,5
1126,generic,q22,25,3
1126,generic,q20,25,8
1126,generic,q24,25,13
1126,generic,q27,25,11
1126,generic,q40,75,17
1126,generic,q39,25,9
1126,generic,q34,25,4
1126,generic,q35,25,2
1126,generic,q32,25,15
1127,generic,q7,3,15
1127,generic,q8,1,4
1127,generic,q9,30,11
1127,generic,q10,10,3
1127,generic,q30,25,13
1127,generic,q14,1,17
1127,generic,q16,5,2
1127,generic,q22,25,1
1127,generic,q20,30,14
1127,generic,q24,20,5
1127,generic,q27,50,12
1127,generic,q40,75,16
1127,generic,q39,35,7
1127,generic,q34,5,10
1127,generic,q35,15,6
1127,generic,q32,5,8
1128,generic,q7,100,9
1128,generic,q8,100,15
1128,generic,q9,100,2
1128,generic,q10,100,13
1128,generic,q30,100,8
1128,generic,q14,100,6
1128,generic,q16,100,11
1128,generic,q22,100,14
1128,generic,q20,100,4
1128,generic,q24,100,17
1128,generic,q27,100,5
1128,generic,q40,100,10
1128,generic,q39,100,1
1128,generic,q34,100,3
1128,generic,q35,100,12
1128,generic,q32,100,7
1129,specific,q7,10,6
1129,specific,q8,6,7
1129,specific,q9,26,5
1129,specific,q10,31,3
1129,specific,q30,10,14
1129,specific,q14,9,11
1129,specific,q16,11,17
1129,specific,q22,10,9
1129,specific,q20,1,2
1129,specific,q24,2,12
1129,specific,q27,20,16
1129,specific,q40,62,15
1129,specific,q39,5,10
1129,specific,q34,4,13
1129,specific,q35,61,8
1129,specific,q32,20,4
1130,baseline,q7,75,1
1130,baseline,q8,1,9
1130,baseline,q9,5,15
1130,baseline,q10,10,7
1130,baseline,q30,50,3
1130,baseline,q14,90,4
1130,baseline,q16,10,11
1130,baseline,q22,10,6
1130,baseline,q20,1,17
1130,baseline,q24,1,16
1130,baseline,q27,95,10
1130,baseline,q40,20,5
1130,baseline,q39,5,12
1130,baseline,q34,1,14
1130,baseline,q35,25,8
1130,baseline,q32,1,13
1131,specific,q7,3,10
1131,specific,q8,50,4
1131,specific,q9,50,3
1131,specific,q10,3,5
1131,specific,q30,3,13
1131,specific,q14,4,8
1131,specific,q16,5,9
1131,specific,q22,4,11
1131,specific,q20,3,15
1131,specific,q24,3,7
1131,specific,q27,4,14
1131,specific,q40,51,1
1131,specific,q39,3,16
1131,specific,q34,50,2
1131,specific,q35,4,6
1131,specific,q32,3,12
1132,baseline,q7,84,17
1132,baseline,q8,73,16
1132,baseline,q9,78,11
1132,baseline,q10,25,8
1132,baseline,q30,87,2
1132,baseline,q14,95,13
1132,baseline,q16,79,7
1132,baseline,q22,88,4
1132,baseline,q20,10,6
1132,baseline,q24,40,15
1132,baseline,q27,66,1
1132,baseline,q40,52,10
1132,baseline,q39,18,12
1132,baseline,q34,84,14
1132,baseline,q35,94,5
1132,baseline,q32,72,3
1133,baseline,q7,50,15
1133,baseline,q8,5,16
1133,baseline,q9,10,9
1133,baseline,q10,15,5
1133,baseline,q30,35,4
1133,baseline,q14,40,8
1133,baseline,q16,15,13
1133,baseline,q22,10,17
1133,baseline,q20,15,7
1133,baseline,q24,20,2
1133,baseline,q27,75,14
1133,baseline,q40,15,1
1133,baseline,q39,20,6
1133,baseline,q34,2,11
1133,baseline,q35,15,10
1133,baseline,q32,5,3
1134,specific,q7,50,7
1134,specific,q8,10,2
1134,specific,q9,50,9
1134,specific,q10,15,6
1134,specific,q30,50,12
1134,specific,q14,3,10
1134,specific,q16,5,5
1134,specific,q22,25,4
1134,specific,q20,25,13
1134,specific,q24,35,14
1134,specific,q27,25,3
1134,specific,q40,50,11
1134,specific,q39,25,17
1134,specific,q34,2,16
1134,specific,q35,85,15
1134,specific,q32,6,1
1135,generic,q7,3,13
1135,generic,q8,1,4
1135,generic,q9,18,5
1135,generic,q10,22,16
1135,generic,q30,5,11
1135,generic,q14,2,14
1135,generic,q16,3,2
1135,generic,q22,6,12
1135,generic,q20,41,10
1135,generic,q24,8,6
1135,generic,q27,3,7
1135,generic,q40,77,3
1135,generic,q39,28,9
1135,generic,q34,5,15
1135,generic,q35,10,1
1135,generic,q32,4,17
1136,baseline,q7,7,14
1136,baseline,q8,7,17
1136,baseline,q9,30,6
1136,baseline,q10,40,10
1136,baseline,q30,40,4
1136,baseline,q14,24,16
1136,baseline,q16,63,8
1136,baseline,q22,11,3
1136,baseline,q20,14,2
1136,baseline,q24,50,1
1136,baseline,q27,50,13
1136,baseline,q40,63,12
1136,baseline,q39,18,11
1136,baseline,q34,14,5
1136,baseline,q35,26,9
1136,baseline,q32,12,15
1137,generic,q7,0,10
1137,generic,q8,0,11
1137,generic,q9,25,1
1137,generic,q10,25,13
1137,generic,q30,60,12
1137,generic,q14,24,17
1137,generic,q16,11,9
1137,generic,q22,15,3
1137,generic,q20,38,6
1137,generic,q24,50,15
1137,generic,q27,75,2
1137,generic,q40,100,5
1137,generic,q39,31,16
1137,generic,q34,50,8
1137,generic,q35,0,4
1137,generic,q32,32,14
1138,generic,q7,25,5
1138,generic,q8,88,2
1138,generic,q9,75,3
1138,generic,q10,94,11
1138,generic,q30,76,12
1138,generic,q14,50,15
1138,generic,q16,76,13
1138,generic,q22,40,4
1138,generic,q20,14,17
1138,generic,q24,11,7
1138,generic,q27,78,6
1138,generic,q40,95,14
1138,generic,q39,27,10
1138,generic,q34,36,9
1138,generic,q35,57,16
1138,generic,q32,88,8
1139,generic,q7,75,10
1139,generic,q8,35,5
1139,generic,q9,35,1
1139,generic,q10,30,16
1139,generic,q30,25,17
1139,generic,q14,10,7
1139,generic,q16,75,6
1139,generic,q22,3,3
1139,generic,q20,3,14
1139,generic,q24,85,12
1139,generic,q27,10,2
1139,generic,q40,60,15
1139,generic,q39,20,8
1139,generic,q34,50,9
1139,generic,q35,90,13
1139,generic,q32,35,11
1140,generic,q7,29,17
1140,generic,q8,72,11
1140,generic,q9,68,2
1140,generic,q10,77,16
1140,generic,q30,10,5
1140,generic,q14,50,8
1140,generic,q16,9,6
1140,generic,q22,73,12
1140,generic,q20,14,4
1140,generic,q24,76,10
1140,generic,q27,32,3
1140,generic,q40,76,13
1140,generic,q39,24,1
1140,generic,q34,77,14
1140,generic,q35,69,9
1140,generic,q32,9,7
1141,specific,q7,2,4
1141,specific,q8,2,5
1141,specific,q9,15,9
1141,specific,q10,16,13
1141,specific,q30,3,17
1141,specific,q14,5,14
1141,specific,q16,1,10
1141,specific,q22,2,15
1141,specific,q20,1,3
1141,specific,q24,9,8
1141,specific,q27,8,11
1141,specific,q40,94,6
1141,specific,q39,1,12
1141,specific,q34,4,2
1141,specific,q35,24,1
1141,specific,q32,1,16
1142,specific,q7,12,1
1142,specific,q8,2,12
1142,specific,q9,15,8
1142,specific,q10,3,11
1142,specific,q30,4,5
1142,specific,q14,2,4
1142,specific,q16,3,3
1142,specific,q22,1,10
1142,specific,q20,6,13
1142,specific,q24,5,17
1142,specific,q27,4,14
1142,specific,q40,35,9
1142,specific,q39,5,2
1142,specific,q34,1,7
1142,specific,q35,5,6
1142,specific,q32,1,16
1143,baseline,q7,25,7
1143,baseline,q8,70,16
1143,baseline,q9,15,15
1143,baseline,q10,10,6
1143,baseline,q30,75,13
1143,baseline,q14,70,1
1143,baseline,q16,80,3
1143,baseline,q22,40,12
1143,baseline,q20,15,9
1143,baseline,q24,5,10
1143,baseline,q27,85,14
1143,baseline,q40,20,17
1143,baseline,q39,30,11
1143,baseline,q34,25,2
1143,baseline,q35,30,8
1143,baseline,q32,75,4
1144,baseline,q7,99,3
1144,baseline,q8,10,8
1144,baseline,q9,10,7
1144,baseline,q10,5,6
1144,baseline,q30,6,16
1144,baseline,q14,9,11
1144,baseline,q16,1,9
1144,baseline,q22,50,1
1144,baseline,q20,7,4
1144,baseline,q24,49,17
1144,baseline,q27,7,15
1144,baseline,q40,50,10
1144,baseline,q39,7,14
1144,baseline,q34,14,5
1144,baseline,q35,95,13
1144,baseline,q32,3,2
1145,baseline,q7,30,2
1145,baseline,q8,15,7
1145,baseline,q9,55,1
1145,baseline,q10,25,3
1145,baseline,q30,70,15
1145,baseline,q14,50,12
1145,baseline,q16,75,13
1145,baseline,q22,65,5
1145,baseline,q20,10,14
1145,baseline,q24,45,6
1145,baseline,q27,35,8
1145,baseline,q40,60,16
1145,baseline,q39,5,9
1145,baseline,q34,15,11
1145,baseline,q35,40,17
1145,baseline,q32,40,4
1146,generic,q7,25,2
1146,generic,q8,25,3
1146,generic,q9,75,12
1146,generic,q10,50,9
1146,generic,q30,0,5
1146,generic,q14,75,10
1146,generic,q16,75,8
1146,generic,q22,0,4
1146,generic,q20,60,11
1146,generic,q24,50,16
1146,generic,q27,50,1
1146,generic,q40,50,17
1146,generic,q39,50,15
1146,generic,q34,25,6
1146,generic,q35,90,13
1146,generic,q32,75,14
1147,generic,q7,100,10
1147,generic,q8,2,11
1147,generic,q9,100,12
1147,generic,q10,100,6
1147,generic,q30,50,2
1147,generic,q14,100,4
1147,generic,q16,11,9
1147,generic,q22,100,7
1147,generic,q20,10,13
1147,generic,q24,25,17
1147,generic,q27,100,16
1147,generic,q40,100,5
1147,generic,q39,16,14
1147,generic,q34,100,1
1147,generic,q35,100,15
1147,generic,q32,100,3
1148,generic,q7,80,10
1148,generic,q8,70,9
1148,generic,q9,75,5
1148,generic,q10,75,8
1148,generic,q30,85,3
1148,generic,q14,99,1
1148,generic,q16,76,12
1148,generic,q22,83,15
1148,generic,q20,68,11
1148,generic,q24,67,14
1148,generic,q27,92,17
1148,generic,q40,75,13
1148,generic,q39,79,4
1148,generic,q34,82,7
1148,generic,q35,75,2
1148,generic,q32,81,16
1149,specific,q7,2,17
1149,specific,q8,1,8
1149,specific,q9,10,9
1149,specific,q10,15,16
1149,specific,q30,33,10
1149,specific,q14,2,13
1149,specific,q16,15,5
1149,specific,q22,3,15
1149,specific,q20,10,12
1149,specific,q24,20,4
1149,specific,q27,5,6
1149,specific,q40,50,11
1149,specific,q39,5,1
1149,specific,q34,2,7
1149,specific,q35,5,14
1149,specific,q32,2,2
1150,baseline,q7,7,13
1150,baseline,q8,1,7
1150,baseline,q9,24,5
1150,baseline,q10,8,17
1150,baseline,q30,50,3
1150,baseline,q14,3,16
1150,baseline,q16,4,1
1150,baseline,q22,6,6
1150,baseline,q20,10,12
1150,baseline,q24,50,2
1150,baseline,q27,11,8
1150,baseline,q40,90,14
1150,baseline,q39,9,15
1150,baseline,q34,0,10
1150,baseline,q35,15,4
1150,baseline,q32,4,11
1151,baseline,q7,64,13
1151,baseline,q8,90,3
1151,baseline,q9,66,17
1151,baseline,q10,66,7
1151,baseline,q30,64,11
1151,baseline,q14,83,15
1151,baseline,q16,80,1
1151,baseline,q22,74,5
1151,baseline,q20,68,14
1151,baseline,q24,70,8
1151,baseline,q27,62,12
1151,baseline,q40,59,6
1151,baseline,q39,79,4
1151,baseline,q34,69,10
1151,baseline,q35,75,16
1151,baseline,q32,77,9
1152,baseline,q7,43,6
1152,baseline,q8,9,10
1152,baseline,q9,37,4
1152,baseline,q10,25,5
1152,baseline,q30,29,9
1152,baseline,q14,50,7
1152,baseline,q16,50,15
1152,baseline,q22,75,1
1152,baseline,q20,37,16
1152,baseline,q24,10,17
1152,baseline,q27,88,11
1152,baseline,q40,29,8
1152,baseline,q39,50,3
1152,baseline,q34,8,2
1152,baseline,q35,63,13
1152,baseline,q32,38,12
1153,specific,q7,64,12
1153,specific,q8,75,13
1153,specific,q9,100,16
1153,specific,q10,75,15
1153,specific,q30,25,8
1153,specific,q14,37,9
1153,specific,q16,50,7
1153,specific,q22,12,3
1153,specific,q20,4,6
1153,specific,q24,8,1
1153,specific,q27,100,17
1153,specific,q40,100,14
1153,specific,q39,3,11
1153,specific,q34,1,5
1153,specific,q35,53,4
1153,specific,q32,50,10
1154,specific,q7,3,3
1154,specific,q8,1,13
1154,specific,q9,6,10
1154,specific,q10,4,4
1154,specific,q30,12,9
1154,specific,q14,2,12
1154,specific,q16,5,2
1154,specific,q22,8,6
1154,specific,q20,2,5
1154,specific,q24,8,16
1154,specific,q27,4,14
1154,specific,q40,11,17
1154,specific,q39,5,11
1154,specific,q34,3,8
1154,specific,q35,50,7
1154,specific,q32,1,15
1155,generic,q7,37,11
1155,generic,q8,11,2
1155,generic,q9,46,14
1155,generic,q10,100,13
1155,generic,q30,14,10
1155,generic,q14,64,4
1155,generic,q16,14,8
1155,generic,q22,61,9
1155,generic,q20,32,1
1155,generic,q24,64,12
1155,generic,q27,47,16
1155,generic,q40,39,5
1155,generic,q39,31,17
1155,generic,q34,1,15
1155,generic,q35,56,3
1155,generic,q32,64,7
1156,baseline,q7,63,10
1156,baseline,q8,59,14
1156,baseline,q9,65,4
1156,baseline,q10,76,8
1156,baseline,q30,98,13
1156,baseline,q14,67,12
1156,baseline,q16,68,2
1156,baseline,q22,70,3
1156,baseline,q20,69,9
1156,baseline,q24,94,11
1156,baseline,q27,73,1
1156,baseline,q40,62,15
1156,baseline,q39,75,17
1156,baseline,q34,83,6
1156,baseline,q35,61,16
1156,baseline,q32,81,7
1157,specific,q7,65,7
1157,specific,q8,20,15
1157,specific,q9,39,6
1157,specific,q10,26,3
1157,specific,q30,39,14
1157,specific,q14,49,2
1157,specific,q16,47,11
1157,specific,q22,57,10
1157,specific,q20,29,1
1157,specific,q24,32,4
1157,specific,q27,45,12
1157,specific,q40,64,16
1157,specific,q39,43,5
1157,specific,q34,36,13
1157,specific,q35,43,17
1157,specific,q32,54,9
1158,specific,q7,5,11
1158,specific,q8,2,7
1158,specific,q9,3,15
1158,specific,q10,5,10
1158,specific,q30,5,13
1158,specific,q14,5,5
1158,specific,q16,7,14
1158,specific,q22,6,9
1158,specific,q20,0,8
1158,specific,q24,10,3
1158,specific,q27,11,16
1158,specific,q40,25,12
1158,specific,q39,1,17
1158,specific,q34,1,2
1158,specific,q35,7,6
1158,specific,q32,2,1
1159,specific,q7,13,7
1159,specific,q8,1,15
1159,specific,q9,24,9
1159,specific,q10,10,3
1159,specific,q30,17,2
1159,specific,q14,6,1
1159,specific,q16,6,10
1159,specific,q22,7,16
1159,specific,q20,9,13
1159,specific,q24,16,12
1159,specific,q27,24,6
1159,specific,q40,61,8
1159,specific,q39,3,11
1159,specific,q34,2,4
1159,specific,q35,1,14
1159,specific,q32,5,17
1160,specific,q7,18,14
1160,specific,q8,1,9
1160,specific,q9,68,15
1160,specific,q10,55,2
1160,specific,q30,19,10
1160,specific,q14,1,6
1160,specific,q16,1,11
1160,specific,q22,5,12
1160,specific,q20,2,7
1160,specific,q24,46,17
1160,specific,q27,36,16
1160,specific,q40,69,1
1160,specific,q39,3,8
1160,specific,q34,1,3
1160,specific,q35,6,4
1160,specific,q32,2,13
1161,generic,q7,55,10
1161,generic,q8,35,3
1161,generic,q9,52,5
1161,generic,q10,36,4
1161,generic,q30,40,7
1161,generic,q14,55,2
1161,generic,q16,50,1
1161,generic,q22,66,13
1161,generic,q20,49,8
1161,generic,q24,32,11
1161,generic,q27,70,12
1161,generic,q40,49,14
1161,generic,q39,76,6
1161,generic,q34,48,9
1161,generic,q35,46,17
1161,generic,q32,52,15
1162,generic,q7,70,2
1162,generic,q8,60,17
1162,generic,q9,50,10
1162,generic,q10,35,4
1162,generic,q30,50,14
1162,generic,q14,90,11
1162,generic,q16,60,1
1162,generic,q22,65,6
1162,generic,q20,30,16
1162,generic,q24,50,7
1162,generic,q27,85,8
1162,generic,q40,90,5
1162,generic,q39,75,15
1162,generic,q34,25,12
1162,generic,q35,75,3
1162,generic,q32,40,13
1163,generic,q7,75,11
1163,generic,q8,5,4
1163,generic,q9,10,1
1163,generic,q10,10,13
1163,generic,q30,25,17
1163,generic,q14,25,14
1163,generic,q16,25,6
1163,generic,q22,25,5
1163,generic,q20,25,10
1163,generic,q24,50,12
1163,generic,q27,75,15
1163,generic,q40,80,16
1163,generic,q39,10,3
1163,generic,q34,50,9
1163,generic,q35,50,7
1163,generic,q32,25,8
1164,generic,q7,56,17
1164,generic,q8,8,7
1164,generic,q9,46,6
1164,generic,q10,51,3
1164,generic,q30,66,15
1164,generic,q14,29,5
1164,generic,q16,66,4
1164,generic,q22,23,13
1164,generic,q20,37,14
1164,generic,q24,60,9
1164,generic,q27,25,10
1164,generic,q40,71,2
1164,generic,q39,24,8
1164,generic,q34,36,16
1164,generic,q35,69,1
1164,generic,q32,26,11
1165,generic,q7,17,15
1165,generic,q8,21,10
1165,generic,q9,70,2
1165,generic,q10,25,16
1165,generic,q30,38,6
1165,generic,q14,51,11
1165,generic,q16,64,14
1165,generic,q22,50,1
1165,generic,q20,25,5
1165,generic,q24,30,13
1165,generic,q27,80,8
1165,generic,q40,77,17
1165,generic,q39,18,12
1165,generic,q34,31,3
1165,generic,q35,50,4
1165,generic,q32,76,7
1166,generic,q7,60,10
1166,generic,q8,45,9
1166,generic,q9,60,6
1166,generic,q10,40,12
1166,generic,q30,65,5
1166,generic,q14,75,4
1166,generic,q16,75,17
1166,generic,q22,35,13
1166,generic,q20,15,2
1166,generic,q24,65,1
1166,generic,q27,35,11
1166,generic,q40,85,8
1166,generic,q39,25,7
1166,generic,q34,25,14
1166,generic,q35,20,16
1166,generic,q32,60,3
1167,specific,q7,15,16
1167,specific,q8,1,8
1167,specific,q9,25,7
1167,specific,q10,25,15
1167,specific,q30,1,11
1167,specific,q14,2,2
1167,specific,q16,10,10
1167,specific,q22,1,4
1167,specific,q20,25,14
1167,specific,q24,2,6
1167,specific,q27,75,17
1167,specific,q40,26,9
1167,specific,q39,1,5
1167,specific,q34,1,13
1167,specific,q35,25,12
1167,specific,q32,1,3
1168,specific,q7,11,14
1168,specific,q8,33,11
1168,specific,q9,33,17
1168,specific,q10,34,13
1168,specific,q30,64,8
1168,specific,q14,86,1
1168,specific,q16,38,15
1168,specific,q22,3,16
1168,specific,q20,16,4
1168,specific,q24,32,7
1168,specific,q27,37,5
1168,specific,q40,42,6
1168,specific,q39,26,2
1168,specific,q34,5,3
1168,specific,q35,84,9
1168,specific,q32,17,10
1169,baseline,q7,10,13
1169,baseline,q8,41,11
1169,baseline,q9,35,15
1169,baseline,q10,31,14
1169,baseline,q30,7,12
1169,baseline,q14,59,7
1169,baseline,q16,39,6
1169,baseline,q22,61,5
1169,baseline,q20,21,4
1169,baseline,q24,35,3
1169,baseline,q27,48,2
1169,baseline,q40,67,8
1169,baseline,q39,30,9
1169,baseline,q34,15,10
1169,baseline,q35,39,1
1169,baseline,q32,28,16
1170,baseline,q7,66,3
1170,baseline,q8,24,6
1170,baseline,q9,58,15
1170,baseline,q10,33,14
1170,baseline,q30,7,10
1170,baseline,q14,12,12
1170,baseline,q16,24,5
1170,baseline,q22,20,11
1170,baseline,q20,25,7
1170,baseline,q24,26,1
1170,baseline,q27,50,9
1170,baseline,q40,79,4
1170,baseline,q39,43,17
1170,baseline,q34,6,8
1170,baseline,q35,40,16
1170,baseline,q32,19,2
1171,specific,q7,43,9
1171,specific,q8,25,14
1171,specific,q9,75,13
1171,specific,q10,7,17
1171,specific,q30,50,2
1171,specific,q14,83,11
1171,specific,q16,50,10
1171,specific,q22,65,5
1171,specific,q20,25,3
1171,specific,q24,34,16
1171,specific,q27,90,8
1171,specific,q40,50,15
1171,specific,q39,50,4
1171,specific,q34,37,6
1171,specific,q35,84,12
1171,specific,q32,67,7
1172,specific,q7,10,9
1172,specific,q8,6,3
1172,specific,q9,25,4
1172,specific,q10,8,14
1172,specific,q30,33,13
1172,specific,q14,24,17
1172,specific,q16,5,11
1172,specific,q22,10,10
1172,specific,q20,9,15
1172,specific,q24,7,12
1172,specific,q27,4,16
1172,specific,q40,5,2
1172,specific,q39,10,7
1172,specific,q34,2,8
1172,specific,q35,11,6
1172,specific,q32,5,1
1173,specific,q7,60,5
1173,specific,q8,17,17
1173,specific,q9,53,3
1173,specific,q10,63,16
1173,specific,q30,32,13
1173,specific,q14,25,4
1173,specific,q16,26,1
1173,specific,q22,77,2
1173,specific,q20,11,9
1173,specific,q24,66,12
1173,specific,q27,55,11
1173,specific,q40,85,15
1173,specific,q39,20,14
1173,specific,q34,16,10
1173,specific,q35,88,8
1173,specific,q32,71,7
1174,specific,q7,5,12
1174,specific,q8,1,10
1174,specific,q9,3,3
1174,specific,q10,7,14
1174,specific,q30,5,15
1174,specific,q14,5,9
1174,specific,q16,1,17
1174,specific,q22,6,13
1174,specific,q20,8,7
1174,specific,q24,2,6
1174,specific,q27,55,5
1174,specific,q40,10,4
1174,specific,q39,30,1
1174,specific,q34,3,16
1174,specific,q35,40,11
1174,specific,q32,20,8
1175,generic,q7,40,3
1175,generic,q8,25,7
1175,generic,q9,25,2
1175,generic,q10,80,12
1175,generic,q30,50,16
1175,generic,q14,90,11
1175,generic,q16,75,1
1175,generic,q22,45,17
1175,generic,q20,85,6
1175,generic,q24,90,9
1175,generic,q27,55,4
1175,generic,q40,95,10
1175,generic,q39,50,15
1175,generic,q34,30,13
1175,generic,q35,60,14
1175,generic,q32,55,8
1176,specific,q7,95,9
1176,specific,q8,5,6
1176,specific,q9,85,7
1176,specific,q10,8,1
1176,specific,q30,50,14
1176,specific,q14,95,16
1176,specific,q16,50,4
1176,specific,q22,5,8
1176,specific,q20,15,3
1176,specific,q24,40,10
1176,specific,q27,80,2
1176,specific,q40,90,15
1176,specific,q39,50,13
1176,specific,q34,17,17
1176,specific,q35,10,11
1176,specific,q32,2,12
1177,generic,q7,9,12
1177,generic,q8,7,14
1177,generic,q9,71,7
1177,generic,q10,76,13
1177,generic,q30,76,1
1177,generic,q14,15,8
1177,generic,q16,99,4
1177,generic,q22,86,5
1177,generic,q20,2,16
1177,generic,q24,3,15
1177,generic,q27,92,17
1177,generic,q40,84,10
1177,generic,q39,67,6
1177,generic,q34,0,2
1177,generic,q35,100,9
1177,generic,q32,41,3
1178,specific,q7,2,8
1178,specific,q8,1,2
1178,specific,q9,5,1
1178,specific,q10,8,15
1178,specific,q30,3,6
1178,specific,q14,75,14
1178,specific,q16,10,17
1178,specific,q22,3,9
1178,specific,q20,5,11
1178,specific,q24,4,3
1178,specific,q27,20,10
1178,specific,q40,33,4
1178,specific,q39,10,12
1178,specific,q34,1,7
1178,specific,q35,35,13
1178,specific,q32,1,5
1179,baseline,q7,40,12
1179,baseline,q8,8,15
1179,baseline,q9,16,6
1179,baseline,q10,19,17
1179,baseline,q30,44,11
1179,baseline,q14,16,16
1179,baseline,q16,37,8
1179,baseline,q22,16,9
1179,baseline,q20,5,14
1179,baseline,q24,35,3
1179,baseline,q27,67,5
1179,baseline,q40,18,13
1179,baseline,q39,12,4
1179,baseline,q34,24,2
1179,baseline,q35,24,10
1179,baseline,q32,40,1
1180,baseline,q7,75,3
1180,baseline,q8,1,4
1180,baseline,q9,35,15
1180,baseline,q10,5,9
1180,baseline,q30,25,2
1180,baseline,q14,85,6
1180,baseline,q16,25,10
1180,baseline,q22,45,13
1180,baseline,q20,5,16
1180,baseline,q24,10,17
1180,baseline,q27,95,12
1180,baseline,q40,60,5
1180,baseline,q39,10,14
1180,baseline,q34,75,11
1180,baseline,q35,90,1
1180,baseline,q32,75,8
1181,baseline,q7,3,13
1181,baseline,q8,0,4
1181,baseline,q9,30,12
1181,baseline,q10,2,2
1181,baseline,q30,0,17
1181,baseline,q14,0,10
1181,baseline,q16,0,14
1181,baseline,q22,0,3
1181,baseline,q20,40,16
1181,baseline,q24,60,5
1181,baseline,q27,1,6
1181,baseline,q40,40,7
1181,baseline,q39,5,1
1181,baseline,q34,0,9
1181,baseline,q35,15,11
1181,baseline,q32,0,15
1182,generic,q7,100,13
1182,generic,q8,100,12
1182,generic,q9,100,11
1182,generic,q10,100,8
1182,generic,q30,100,5
1182,generic,q14,100,9
1182,generic,q16,100,16
1182,generic,q22,100,15
1182,generic,q20,100,10
1182,generic,q24,99,1
1182,generic,q27,100,17
1182,generic,q40,100,3
1182,generic,q39,100,4
1182,generic,q34,100,14
1182,generic,q35,100,6
1182,generic,q32,100,7
1183,specific,q7,90,7
1183,specific,q8,51,1
1183,specific,q9,85,4
1183,specific,q10,23,5
1183,specific,q30,3,14
1183,specific,q14,11,8
1183,specific,q16,10,2
1183,specific,q22,10,17
1183,specific,q20,10,12
1183,specific,q24,6,6
1183,specific,q27,1,15
1183,specific,q40,91,10
1183,specific,q39,5,9
1183,specific,q34,82,11
1183,specific,q35,26,13
1183,specific,q32,12,16
1184,baseline,q7,42,6
1184,baseline,q8,9,5
1184,baseline,q9,26,13
1184,baseline,q10,24,7
1184,baseline,q30,30,2
1184,baseline,q14,75,12
1184,baseline,q16,25,14
1184,baseline,q22,18,15
1184,baseline,q20,32,11
1184,baseline,q24,32,3
1184,baseline,q27,72,16
1184,baseline,q40,24,1
1184,baseline,q39,8,8
1184,baseline,q34,6,9
1184,baseline,q35,51,10
1184,baseline,q32,24,4
1185,generic,q7,8,11
1185,generic,q8,4,15
1185,generic,q9,10,8
1185,generic,q10,32,2
1185,generic,q30,100,1
1185,generic,q14,84,3
1185,generic,q16,83,14
1185,generic,q22,37,12
1185,generic,q20,88,10
1185,generic,q24,20,17
1185,generic,q27,44,9
1185,generic,q40,75,7
1185,generic,q39,67,5
1185,generic,q34,60,13
1185,generic,q35,92,6
1185,generic,q32,29,4
1186,baseline,q7,2,15
1186,baseline,q8,16,13
1186,baseline,q9,13,11
1186,baseline,q10,20,1
