ID,condition,question,prevalence,trial
1186,baseline,q30,2,10
1186,baseline,q14,20,5
1186,baseline,q16,7,6
1186,baseline,q22,2,16
1186,baseline,q20,2,8
1186,baseline,q24,12,9
1186,baseline,q27,50,2
1186,baseline,q40,8,14
1186,baseline,q39,10,3
1186,baseline,q34,7,4
1186,baseline,q35,5,7
1186,baseline,q32,12,17
1187,generic,q7,6,8
1187,generic,q8,25,14
1187,generic,q9,50,7
1187,generic,q10,75,5
1187,generic,q30,50,10
1187,generic,q14,100,4
1187,generic,q16,24,6
1187,generic,q22,92,2
1187,generic,q20,25,1
1187,generic,q24,100,15
1187,generic,q27,100,11
1187,generic,q40,100,9
1187,generic,q39,100,3
1187,generic,q34,11,16
1187,generic,q35,100,17
1187,generic,q32,90,13
1188,specific,q7,21,6
1188,specific,q8,12,8
1188,specific,q9,44,16
1188,specific,q10,37,11
1188,specific,q30,38,9
1188,specific,q14,7,12
1188,specific,q16,41,2
1188,specific,q22,25,1
1188,specific,q20,10,3
1188,specific,q24,40,10
1188,specific,q27,9,13
1188,specific,q40,43,7
1188,specific,q39,18,14
1188,specific,q34,7,5
1188,specific,q35,41,15
1188,specific,q32,20,17
1189,generic,q7,35,9
1189,generic,q8,15,8
1189,generic,q9,32,7
1189,generic,q10,25,5
1189,generic,q30,23,17
1189,generic,q14,38,14
1189,generic,q16,56,15
1189,generic,q22,90,2
1189,generic,q20,11,11
1189,generic,q24,74,13
1189,generic,q27,50,4
1189,generic,q40,75,6
1189,generic,q39,25,3
1189,generic,q34,10,12
1189,generic,q35,62,10
1189,generic,q32,38,16
1190,specific,q7,24,7
1190,specific,q8,5,16
1190,specific,q9,42,17
1190,specific,q10,26,12
1190,specific,q30,39,10
1190,specific,q14,1,8
1190,specific,q16,1,4
1190,specific,q22,82,14
1190,specific,q20,2,2
1190,specific,q24,50,9
1190,specific,q27,25,11
1190,specific,q40,23,15
1190,specific,q39,6,13
1190,specific,q34,2,3
1190,specific,q35,49,5
1190,specific,q32,15,6
1191,specific,q7,66,12
1191,specific,q8,24,17
1191,specific,q9,50,15
1191,specific,q10,37,8
1191,specific,q30,87,9
1191,specific,q14,61,10
1191,specific,q16,10,14
1191,specific,q22,63,4
1191,specific,q20,33,7
1191,specific,q24,36,16
1191,specific,q27,49,2
1191,specific,q40,50,1
1191,specific,q39,65,6
1191,specific,q34,61,11
1191,specific,q35,50,5
1191,specific,q32,15,13
1192,baseline,q7,100,16
1192,baseline,q8,23,1
1192,baseline,q9,36,9
1192,baseline,q10,20,7
1192,baseline,q30,5,12
1192,baseline,q14,4,13
1192,baseline,q16,11,6
1192,baseline,q22,4,10
1192,baseline,q20,5,8
1192,baseline,q24,13,11
1192,baseline,q27,36,17
1192,baseline,q40,25,4
1192,baseline,q39,5,5
1192,baseline,q34,4,15
1192,baseline,q35,100,3
1192,baseline,q32,100,14
1193,generic,q7,3,15
1193,generic,q8,5,2
1193,generic,q9,50,3
1193,generic,q10,15,13
1193,generic,q30,20,17
1193,generic,q14,25,1
1193,generic,q16,40,11
1193,generic,q22,2,16
1193,generic,q20,1,14
1193,generic,q24,4,7
1193,generic,q27,25,6
1193,generic,q40,60,10
1193,generic,q39,5,5
1193,generic,q34,10,9
1193,generic,q35,55,8
1193,generic,q32,10,12
1194,generic,q7,100,9
1194,generic,q8,100,16
1194,generic,q9,100,11
1194,generic,q10,100,14
1194,generic,q30,100,17
1194,generic,q14,100,7
1194,generic,q16,100,5
1194,generic,q22,100,8
1194,generic,q20,100,10
1194,generic,q24,100,6
1194,generic,q27,100,15
1194,generic,q40,100,12
1194,generic,q39,100,1
1194,generic,q34,100,13
1194,generic,q35,100,3
1194,generic,q32,100,4
1195,baseline,q7,3,11
1195,baseline,q8,6,13
1195,baseline,q9,12,6
1195,baseline,q10,9,12
1195,baseline,q30,4,8
1195,baseline,q14,3,7
1195,baseline,q16,6,1
1195,baseline,q22,5,5
1195,baseline,q20,4,9
1195,baseline,q24,20,17
1195,baseline,q27,9,14
1195,baseline,q40,18,15
1195,baseline,q39,14,16
1195,baseline,q34,4,2
1195,baseline,q35,7,3
1195,baseline,q32,3,10
1196,baseline,q7,72,6
1196,baseline,q8,7,3
1196,baseline,q9,25,2
1196,baseline,q10,6,5
1196,baseline,q30,88,16
1196,baseline,q14,84,11
1196,baseline,q16,81,8
1196,baseline,q22,13,9
1196,baseline,q20,17,17
1196,baseline,q24,17,7
1196,baseline,q27,15,1
1196,baseline,q40,28,13
1196,baseline,q39,13,12
1196,baseline,q34,14,10
1196,baseline,q35,33,14
1196,baseline,q32,12,4
1197,specific,q7,39,1
1197,specific,q8,28,13
1197,specific,q9,58,8
1197,specific,q10,38,6
1197,specific,q30,20,17
1197,specific,q14,59,5
1197,specific,q16,23,15
1197,specific,q22,35,4
1197,specific,q20,29,16
1197,specific,q24,29,9
1197,specific,q27,65,3
1197,specific,q40,67,11
1197,specific,q39,72,7
1197,specific,q34,57,2
1197,specific,q35,81,14
1197,specific,q32,57,10
1198,generic,q7,100,11
1198,generic,q8,77,4
1198,generic,q9,57,15
1198,generic,q10,100,9
1198,generic,q30,50,7
1198,generic,q14,100,16
1198,generic,q16,100,14
1198,generic,q22,100,3
1198,generic,q20,87,1
1198,generic,q24,98,2
1198,generic,q27,100,5
1198,generic,q40,100,13
1198,generic,q39,49,8
1198,generic,q34,89,12
1198,generic,q35,76,17
1198,generic,q32,100,6
1199,baseline,q7,41,6
1199,baseline,q8,42,12
1199,baseline,q9,43,11
1199,baseline,q10,39,16
1199,baseline,q30,37,10
1199,baseline,q14,47,5
1199,baseline,q16,50,1
1199,baseline,q22,39,9
1199,baseline,q20,24,2
1199,baseline,q24,41,15
1199,baseline,q27,40,14
1199,baseline,q40,45,3
1199,baseline,q39,38,13
1199,baseline,q34,47,17
1199,baseline,q35,39,7
1199,baseline,q32,38,8
1200,specific,q7,36,2
1200,specific,q8,38,17
1200,specific,q9,27,15
1200,specific,q10,26,8
1200,specific,q30,16,16
1200,specific,q14,35,9
1200,specific,q16,60,10
1200,specific,q22,51,6
1200,specific,q20,14,13
1200,specific,q24,25,14
1200,specific,q27,29,11
1200,specific,q40,60,3
1200,specific,q39,21,12
1200,specific,q34,24,7
1200,specific,q35,59,5
1200,specific,q32,58,4
1201,generic,q7,22,3
1201,generic,q8,24,13
1201,generic,q9,60,11
1201,generic,q10,69,10
1201,generic,q30,17,12
1201,generic,q14,58,6
1201,generic,q16,6,14
1201,generic,q22,11,17
1201,generic,q20,8,1
1201,generic,q24,65,15
1201,generic,q27,87,2
1201,generic,q40,77,9
1201,generic,q39,36,7
1201,generic,q34,13,5
1201,generic,q35,83,8
1201,generic,q32,38,16
1202,baseline,q7,90,8
1202,baseline,q8,46,7
1202,baseline,q9,21,9
1202,baseline,q10,10,12
1202,baseline,q30,79,17
1202,baseline,q14,90,16
1202,baseline,q16,29,14
1202,baseline,q22,57,6
1202,baseline,q20,38,4
1202,baseline,q24,44,13
1202,baseline,q27,71,2
1202,baseline,q40,31,10
1202,baseline,q39,14,5
1202,baseline,q34,84,15
1202,baseline,q35,77,1
1202,baseline,q32,44,11
1203,baseline,q7,10,16
1203,baseline,q8,1,15
1203,baseline,q9,25,12
1203,baseline,q10,1,2
1203,baseline,q30,50,9
1203,baseline,q14,1,7
1203,baseline,q16,10,11
1203,baseline,q22,5,8
1203,baseline,q20,5,13
1203,baseline,q24,20,5
1203,baseline,q27,5,14
1203,baseline,q40,50,3
1203,baseline,q39,10,10
1203,baseline,q34,1,4
1203,baseline,q35,25,6
1203,baseline,q32,25,1
1204,baseline,q7,16,7
1204,baseline,q8,26,6
1204,baseline,q9,38,8
1204,baseline,q10,35,5
1204,baseline,q30,100,11
1204,baseline,q14,16,14
1204,baseline,q16,50,16
1204,baseline,q22,21,13
1204,baseline,q20,50,17
1204,baseline,q24,25,1
1204,baseline,q27,36,10
1204,baseline,q40,33,12
1204,baseline,q39,50,2
1204,baseline,q34,25,9
1204,baseline,q35,50,3
1204,baseline,q32,21,15
1205,generic,q7,100,14
1205,generic,q8,100,13
1205,generic,q9,1,3
1205,generic,q10,1,9
1205,generic,q30,100,1
1205,generic,q14,100,7
1205,generic,q16,100,10
1205,generic,q22,100,6
1205,generic,q20,100,11
1205,generic,q24,1,12
1205,generic,q27,1,16
1205,generic,q40,1,4
1205,generic,q39,100,8
1205,generic,q34,100,17
1205,generic,q35,100,5
1205,generic,q32,100,2
1206,generic,q7,100,8
1206,generic,q8,100,12
1206,generic,q9,100,13
1206,generic,q10,100,15
1206,generic,q30,100,14
1206,generic,q14,100,1
1206,generic,q16,100,17
1206,generic,q22,100,5
1206,generic,q20,100,2
1206,generic,q24,100,9
1206,generic,q27,100,16
1206,generic,q40,100,3
1206,generic,q39,100,4
1206,generic,q34,100,11
1206,generic,q35,100,6
1206,generic,q32,100,10
1207,generic,q7,75,1
1207,generic,q8,1,9
1207,generic,q9,25,7
1207,generic,q10,50,2
1207,generic,q30,100,4
1207,generic,q14,1,14
1207,generic,q16,70,12
1207,generic,q22,1,10
1207,generic,q20,10,17
1207,generic,q24,33,8
1207,generic,q27,10,6
1207,generic,q40,46,5
1207,generic,q39,35,13
1207,generic,q34,1,11
1207,generic,q35,25,3
1207,generic,q32,5,16
1208,specific,q7,77,7
1208,specific,q8,74,17
1208,specific,q9,35,11
1208,specific,q10,86,12
1208,specific,q30,7,2
1208,specific,q14,39,10
1208,specific,q16,56,5
1208,specific,q22,94,15
1208,specific,q20,3,3
1208,specific,q24,16,6
1208,specific,q27,97,16
1208,specific,q40,92,8
1208,specific,q39,22,1
1208,specific,q34,62,13
1208,specific,q35,70,4
1208,specific,q32,92,9
1209,specific,q7,0,10
1209,specific,q8,3,6
1209,specific,q9,25,5
1209,specific,q10,21,16
1209,specific,q30,49,12
1209,specific,q14,24,3
1209,specific,q16,25,8
1209,specific,q22,19,13
1209,specific,q20,0,15
1209,specific,q24,61,11
1209,specific,q27,85,17
1209,specific,q40,76,1
1209,specific,q39,2,14
1209,specific,q34,2,2
1209,specific,q35,50,7
1209,specific,q32,26,4
1210,baseline,q7,50,3
1210,baseline,q8,20,12
1210,baseline,q9,85,16
1210,baseline,q10,40,17
1210,baseline,q30,70,8
1210,baseline,q14,75,6
1210,baseline,q16,60,5
1210,baseline,q22,35,4
1210,baseline,q20,25,13
1210,baseline,q24,25,10
1210,baseline,q27,100,7
1210,baseline,q40,50,9
1210,baseline,q39,25,2
1210,baseline,q34,15,11
1210,baseline,q35,75,1
1210,baseline,q32,40,14
1211,generic,q7,9,15
1211,generic,q8,3,5
1211,generic,q9,11,6
1211,generic,q10,13,13
1211,generic,q30,23,9
1211,generic,q14,3,16
1211,generic,q16,20,11
1211,generic,q22,3,3
1211,generic,q20,13,8
1211,generic,q24,10,2
1211,generic,q27,15,17
1211,generic,q40,32,7
1211,generic,q39,25,10
1211,generic,q34,5,12
1211,generic,q35,5,4
1211,generic,q32,21,1
1212,specific,q7,6,10
1212,specific,q8,1,14
1212,specific,q9,8,6
1212,specific,q10,4,2
1212,specific,q30,5,5
1212,specific,q14,1,1
1212,specific,q16,5,12
1212,specific,q22,3,13
1212,specific,q20,1,11
1212,specific,q24,14,9
1212,specific,q27,10,8
1212,specific,q40,15,16
1212,specific,q39,1,15
1212,specific,q34,1,3
1212,specific,q35,10,4
1212,specific,q32,1,17
1213,specific,q7,19,14
1213,specific,q8,10,2
1213,specific,q9,49,10
1213,specific,q10,41,9
1213,specific,q30,49,16
1213,specific,q14,8,6
1213,specific,q16,5,7
1213,specific,q22,15,3
1213,specific,q20,2,11
1213,specific,q24,63,12
1213,specific,q27,50,13
1213,specific,q40,72,8
1213,specific,q39,16,17
1213,specific,q34,0,1
1213,specific,q35,25,4
1213,specific,q32,11,5
1214,generic,q7,29,5
1214,generic,q8,24,14
1214,generic,q9,70,6
1214,generic,q10,39,10
1214,generic,q30,81,7
1214,generic,q14,83,1
1214,generic,q16,52,3
1214,generic,q22,51,9
1214,generic,q20,16,8
1214,generic,q24,23,12
1214,generic,q27,45,11
1214,generic,q40,82,4
1214,generic,q39,16,16
1214,generic,q34,23,13
1214,generic,q35,39,2
1214,generic,q32,59,17
1215,specific,q7,18,16
1215,specific,q8,8,7
1215,specific,q9,76,14
1215,specific,q10,15,1
1215,specific,q30,4,17
1215,specific,q14,3,4
1215,specific,q16,1,12
1215,specific,q22,10,3
1215,specific,q20,6,11
1215,specific,q24,25,5
1215,specific,q27,9,8
1215,specific,q40,69,10
1215,specific,q39,37,13
1215,specific,q34,1,6
1215,specific,q35,50,9
1215,specific,q32,36,15
1216,specific,q7,20,3
1216,specific,q8,15,16
1216,specific,q9,29,2
1216,specific,q10,18,9
1216,specific,q30,42,1
1216,specific,q14,19,11
1216,specific,q16,18,12
1216,specific,q22,29,4
1216,specific,q20,16,5
1216,specific,q24,29,15
1216,specific,q27,84,10
1216,specific,q40,38,8
1216,specific,q39,12,14
1216,specific,q34,4,13
1216,specific,q35,14,6
1216,specific,q32,10,7
1217,baseline,q7,17,9
1217,baseline,q8,1,13
1217,baseline,q9,11,12
1217,baseline,q10,70,1
1217,baseline,q30,94,11
1217,baseline,q14,8,14
1217,baseline,q16,40,8
1217,baseline,q22,7,16
1217,baseline,q20,0,4
1217,baseline,q24,40,3
1217,baseline,q27,39,6
1217,baseline,q40,0,5
1217,baseline,q39,6,15
1217,baseline,q34,66,10
1217,baseline,q35,37,2
1217,baseline,q32,1,17
1218,baseline,q7,10,17
1218,baseline,q8,35,6
1218,baseline,q9,75,5
1218,baseline,q10,35,15
1218,baseline,q30,60,12
1218,baseline,q14,70,14
1218,baseline,q16,5,3
1218,baseline,q22,65,9
1218,baseline,q20,25,13
1218,baseline,q24,15,2
1218,baseline,q27,90,7
1218,baseline,q40,20,16
1218,baseline,q39,40,1
1218,baseline,q34,40,4
1218,baseline,q35,95,11
1218,baseline,q32,70,8
1219,baseline,q7,100,16
1219,baseline,q8,25,1
1219,baseline,q9,37,17
1219,baseline,q10,100,10
1219,baseline,q30,36,11
1219,baseline,q14,25,2
1219,baseline,q16,100,15
1219,baseline,q22,51,13
1219,baseline,q20,1,3
1219,baseline,q24,6,4
1219,baseline,q27,84,8
1219,baseline,q40,25,7
1219,baseline,q39,50,5
1219,baseline,q34,12,6
1219,baseline,q35,51,14
1219,baseline,q32,100,12
1220,generic,q7,13,4
1220,generic,q8,1,6
1220,generic,q9,39,2
1220,generic,q10,16,10
1220,generic,q30,41,16
1220,generic,q14,15,7
1220,generic,q16,16,14
1220,generic,q22,63,1
1220,generic,q20,4,15
1220,generic,q24,41,11
1220,generic,q27,82,3
1220,generic,q40,91,17
1220,generic,q39,76,8
1220,generic,q34,32,9
1220,generic,q35,40,5
1220,generic,q32,84,12
1221,baseline,q7,94,9
1221,baseline,q8,92,17
1221,baseline,q9,69,15
1221,baseline,q10,50,10
1221,baseline,q30,76,12
1221,baseline,q14,51,11
1221,baseline,q16,3,13
1221,baseline,q22,8,4
1221,baseline,q20,38,6
1221,baseline,q24,44,7
1221,baseline,q27,91,5
1221,baseline,q40,76,1
1221,baseline,q39,15,8
1221,baseline,q34,3,16
1221,baseline,q35,57,2
1221,baseline,q32,30,3
1222,specific,q7,10,7
1222,specific,q8,1,16
1222,specific,q9,5,10
1222,specific,q10,20,12
1222,specific,q30,25,1
1222,specific,q14,1,11
1222,specific,q16,15,14
1222,specific,q22,10,15
1222,specific,q20,5,2
1222,specific,q24,20,6
1222,specific,q27,1,17
1222,specific,q40,65,4
1222,specific,q39,5,8
1222,specific,q34,1,13
1222,specific,q35,10,9
1222,specific,q32,1,3
1223,generic,q7,18,2
1223,generic,q8,26,4
1223,generic,q9,31,14
1223,generic,q10,24,5
1223,generic,q30,18,15
1223,generic,q14,6,7
1223,generic,q16,51,10
1223,generic,q22,12,12
1223,generic,q20,22,17
1223,generic,q24,18,1
1223,generic,q27,17,11
1223,generic,q40,39,8
1223,generic,q39,13,13
1223,generic,q34,3,9
1223,generic,q35,25,3
1223,generic,q32,10,16
1224,generic,q7,0,10
1224,generic,q8,0,12
1224,generic,q9,2,16
1224,generic,q10,5,3
1224,generic,q30,1,15
1224,generic,q14,1,5
1224,generic,q16,29,13
1224,generic,q22,1,9
1224,generic,q20,5,7
1224,generic,q24,0,8
1224,generic,q27,10,2
1224,generic,q40,60,17
1224,generic,q39,25,14
1224,generic,q34,0,4
1224,generic,q35,7,6
1224,generic,q32,5,1
1225,specific,q7,20,5
1225,specific,q8,1,17
1225,specific,q9,10,14
1225,specific,q10,10,2
1225,specific,q30,12,15
1225,specific,q14,1,13
1225,specific,q16,8,10
1225,specific,q22,1,8
1225,specific,q20,2,11
1225,specific,q24,24,12
1225,specific,q27,50,1
1225,specific,q40,70,9
1225,specific,q39,5,16
1225,specific,q34,2,6
1225,specific,q35,8,7
1225,specific,q32,5,4
1226,baseline,q7,87,10
1226,baseline,q8,75,1
1226,baseline,q9,63,16
1226,baseline,q10,21,3
1226,baseline,q30,79,17
1226,baseline,q14,88,2
1226,baseline,q16,84,9
1226,baseline,q22,26,6
1226,baseline,q20,56,15
1226,baseline,q24,10,4
1226,baseline,q27,94,8
1226,baseline,q40,73,7
1226,baseline,q39,41,14
1226,baseline,q34,23,11
1226,baseline,q35,94,13
1226,baseline,q32,82,12
1227,generic,q7,25,8
1227,generic,q8,16,16
1227,generic,q9,40,15
1227,generic,q10,61,2
1227,generic,q30,50,7
1227,generic,q14,89,6
1227,generic,q16,4,9
1227,generic,q22,72,17
1227,generic,q20,17,11
1227,generic,q24,5,14
1227,generic,q27,63,10
1227,generic,q40,75,4
1227,generic,q39,71,13
1227,generic,q34,77,12
1227,generic,q35,16,3
1227,generic,q32,35,1
1228,generic,q7,15,13
1228,generic,q8,37,16
1228,generic,q9,64,15
1228,generic,q10,40,11
1228,generic,q30,50,9
1228,generic,q14,87,7
1228,generic,q16,3,14
1228,generic,q22,39,6
1228,generic,q20,9,3
1228,generic,q24,0,1
1228,generic,q27,76,2
1228,generic,q40,47,8
1228,generic,q39,23,10
1228,generic,q34,23,17
1228,generic,q35,75,12
1228,generic,q32,45,5
1229,baseline,q7,97,9
1229,baseline,q8,24,17
1229,baseline,q9,62,15
1229,baseline,q10,28,14
1229,baseline,q30,68,6
1229,baseline,q14,96,10
1229,baseline,q16,100,7
1229,baseline,q22,76,2
1229,baseline,q20,25,16
1229,baseline,q24,50,12
1229,baseline,q27,78,5
1229,baseline,q40,52,4
1229,baseline,q39,62,11
1229,baseline,q34,98,1
1229,baseline,q35,93,3
1229,baseline,q32,50,8
1230,baseline,q7,55,10
1230,baseline,q8,47,13
1230,baseline,q9,39,15
1230,baseline,q10,17,7
1230,baseline,q30,6,12
1230,baseline,q14,75,6
1230,baseline,q16,50,1
1230,baseline,q22,72,17
1230,baseline,q20,25,5
1230,baseline,q24,2,16
1230,baseline,q27,69,4
1230,baseline,q40,65,8
1230,baseline,q39,15,9
1230,baseline,q34,36,14
1230,baseline,q35,57,2
1230,baseline,q32,9,11
1231,specific,q7,50,16
1231,specific,q8,2,17
1231,specific,q9,9,9
1231,specific,q10,11,15
1231,specific,q30,50,1
1231,specific,q14,86,7
1231,specific,q16,9,3
1231,specific,q22,84,12
1231,specific,q20,75,8
1231,specific,q24,24,13
1231,specific,q27,8,6
1231,specific,q40,93,11
1231,specific,q39,11,5
1231,specific,q34,77,10
1231,specific,q35,76,4
1231,specific,q32,10,2
1232,baseline,q7,45,5
1232,baseline,q8,45,3
1232,baseline,q9,40,2
1232,baseline,q10,35,15
1232,baseline,q30,50,12
1232,baseline,q14,55,4
1232,baseline,q16,10,17
1232,baseline,q22,50,1
1232,baseline,q20,40,10
1232,baseline,q24,50,16
1232,baseline,q27,75,8
1232,baseline,q40,30,13
1232,baseline,q39,35,9
1232,baseline,q34,45,14
1232,baseline,q35,60,6
1232,baseline,q32,50,11
1233,specific,q7,0,13
1233,specific,q8,0,11
1233,specific,q9,1,14
1233,specific,q10,2,6
1233,specific,q30,90,1
1233,specific,q14,0,4
1233,specific,q16,2,7
1233,specific,q22,1,8
1233,specific,q20,15,5
1233,specific,q24,1,12
1233,specific,q27,2,9
1233,specific,q40,10,17
1233,specific,q39,25,15
1233,specific,q34,0,3
1233,specific,q35,3,10
1233,specific,q32,0,16
1234,specific,q7,1,9
1234,specific,q8,1,7
1234,specific,q9,24,4
1234,specific,q10,12,12
1234,specific,q30,56,11
1234,specific,q14,3,6
1234,specific,q16,6,13
1234,specific,q22,3,5
1234,specific,q20,5,15
1234,specific,q24,11,8
1234,specific,q27,3,2
1234,specific,q40,21,3
1234,specific,q39,1,1
1234,specific,q34,1,10
1234,specific,q35,66,14
1234,specific,q32,6,17
1235,specific,q7,10,2
1235,specific,q8,1,14
1235,specific,q9,5,8
1235,specific,q10,5,5
1235,specific,q30,2,13
1235,specific,q14,2,16
1235,specific,q16,1,17
1235,specific,q22,2,9
1235,specific,q20,3,15
1235,specific,q24,10,11
1235,specific,q27,3,12
1235,specific,q40,20,3
1235,specific,q39,5,7
1235,specific,q34,20,1
1235,specific,q35,10,10
1235,specific,q32,5,6
1236,specific,q7,40,16
1236,specific,q8,50,9
1236,specific,q9,25,6
1236,specific,q10,50,1
1236,specific,q30,35,2
1236,specific,q14,40,5
1236,specific,q16,25,13
1236,specific,q22,35,14
1236,specific,q20,50,3
1236,specific,q24,40,17
1236,specific,q27,50,11
1236,specific,q40,35,7
1236,specific,q39,60,8
1236,specific,q34,60,4
1236,specific,q35,25,12
1236,specific,q32,50,15
1237,baseline,q7,56,12
1237,baseline,q8,47,10
1237,baseline,q9,73,13
1237,baseline,q10,45,1
1237,baseline,q30,75,9
1237,baseline,q14,25,5
1237,baseline,q16,90,16
1237,baseline,q22,18,15
1237,baseline,q20,10,3
1237,baseline,q24,48,6
1237,baseline,q27,60,14
1237,baseline,q40,40,4
1237,baseline,q39,10,2
1237,baseline,q34,2,8
1237,baseline,q35,83,17
1237,baseline,q32,18,7
1238,generic,q7,0,4
1238,generic,q8,0,10
1238,generic,q9,1,1
1238,generic,q10,0,5
1238,generic,q30,50,17
1238,generic,q14,0,9
1238,generic,q16,0,2
1238,generic,q22,0,11
1238,generic,q20,18,16
1238,generic,q24,23,7
1238,generic,q27,76,8
1238,generic,q40,100,15
1238,generic,q39,0,14
1238,generic,q34,0,12
1238,generic,q35,10,13
1238,generic,q32,0,3
1239,generic,q7,0,2
1239,generic,q8,1,11
1239,generic,q9,2,1
1239,generic,q10,1,6
1239,generic,q30,3,15
1239,generic,q14,0,5
1239,generic,q16,0,8
1239,generic,q22,1,16
1239,generic,q20,1,4
1239,generic,q24,5,9
1239,generic,q27,5,13
1239,generic,q40,85,3
1239,generic,q39,5,14
1239,generic,q34,1,17
1239,generic,q35,5,7
1239,generic,q32,1,12
1240,generic,q7,15,4
1240,generic,q8,5,9
1240,generic,q9,10,1
1240,generic,q10,20,16
1240,generic,q30,10,8
1240,generic,q14,50,10
1240,generic,q16,25,14
1240,generic,q22,5,11
1240,generic,q20,5,13
1240,generic,q24,20,5
1240,generic,q27,75,3
1240,generic,q40,90,6
1240,generic,q39,14,12
1240,generic,q34,10,2
1240,generic,q35,5,7
1240,generic,q32,25,17
1241,specific,q7,50,8
1241,specific,q8,50,4
1241,specific,q9,50,13
1241,specific,q10,50,6
1241,specific,q30,50,12
1241,specific,q14,50,2
1241,specific,q16,50,5
1241,specific,q22,50,15
1241,specific,q20,50,7
1241,specific,q24,50,3
1241,specific,q27,50,11
1241,specific,q40,50,14
1241,specific,q39,50,16
1241,specific,q34,50,10
1241,specific,q35,50,17
1241,specific,q32,50,9
1242,generic,q7,95,6
1242,generic,q8,50,10
1242,generic,q9,50,16
1242,generic,q10,33,15
1242,generic,q30,75,4
1242,generic,q14,100,12
1242,generic,q16,25,1
1242,generic,q22,50,13
1242,generic,q20,96,8
1242,generic,q24,5,2
1242,generic,q27,94,7
1242,generic,q40,25,5
1242,generic,q39,100,9
1242,generic,q34,100,17
1242,generic,q35,100,14
1242,generic,q32,100,3
1243,specific,q7,25,10
1243,specific,q8,25,3
1243,specific,q9,15,14
1243,specific,q10,5,8
1243,specific,q30,50,1
1243,specific,q14,1,9
1243,specific,q16,5,17
1243,specific,q22,1,5
1243,specific,q20,50,4
1243,specific,q24,1,13
1243,specific,q27,75,2
1243,specific,q40,35,11
1243,specific,q39,1,12
1243,specific,q34,1,6
1243,specific,q35,75,7
1243,specific,q32,12,16
1244,baseline,q7,50,10
1244,baseline,q8,1,6
1244,baseline,q9,25,17
1244,baseline,q10,20,7
1244,baseline,q30,25,16
1244,baseline,q14,1,4
1244,baseline,q16,10,3
1244,baseline,q22,1,5
1244,baseline,q20,25,13
1244,baseline,q24,10,9
1244,baseline,q27,25,2
1244,baseline,q40,50,11
1244,baseline,q39,25,15
1244,baseline,q34,25,1
1244,baseline,q35,50,14
1244,baseline,q32,1,12
1245,baseline,q7,4,13
1245,baseline,q8,1,4
1245,baseline,q9,62,14
1245,baseline,q10,9,9
1245,baseline,q30,25,10
1245,baseline,q14,3,2
1245,baseline,q16,10,1
1245,baseline,q22,1,7
1245,baseline,q20,20,15
1245,baseline,q24,10,3
1245,baseline,q27,4,11
1245,baseline,q40,64,5
1245,baseline,q39,24,6
1245,baseline,q34,1,8
1245,baseline,q35,8,12
1245,baseline,q32,2,16
1246,specific,q7,1,4
1246,specific,q8,5,8
1246,specific,q9,15,11
1246,specific,q10,20,15
1246,specific,q30,15,17
1246,specific,q14,2,3
1246,specific,q16,20,6
1246,specific,q22,1,13
1246,specific,q20,15,2
1246,specific,q24,11,5
1246,specific,q27,5,12
1246,specific,q40,30,1
1246,specific,q39,6,7
1246,specific,q34,5,10
1246,specific,q35,35,16
1246,specific,q32,15,14
1247,generic,q7,40,3
1247,generic,q8,41,15
1247,generic,q9,27,10
1247,generic,q10,54,4
1247,generic,q30,51,14
1247,generic,q14,40,6
1247,generic,q16,35,8
1247,generic,q22,34,12
1247,generic,q20,55,11
1247,generic,q24,46,16
1247,generic,q27,41,9
1247,generic,q40,57,17
1247,generic,q39,48,7
1247,generic,q34,44,2
1247,generic,q35,39,1
1247,generic,q32,43,13
1248,specific,q7,63,5
1248,specific,q8,62,6
1248,specific,q9,87,9
1248,specific,q10,78,16
1248,specific,q30,7,15
1248,specific,q14,67,7
1248,specific,q16,63,4
1248,specific,q22,77,8
1248,specific,q20,3,3
1248,specific,q24,87,13
1248,specific,q27,82,2
1248,specific,q40,89,14
1248,specific,q39,14,1
1248,specific,q34,74,17
1248,specific,q35,74,12
1248,specific,q32,85,10
1249,baseline,q7,64,8
1249,baseline,q8,67,13
1249,baseline,q9,14,16
1249,baseline,q10,11,14
1249,baseline,q30,74,1
1249,baseline,q14,84,10
1249,baseline,q16,97,3
1249,baseline,q22,29,11
1249,baseline,q20,14,17
1249,baseline,q24,24,2
1249,baseline,q27,49,12
1249,baseline,q40,45,4
1249,baseline,q39,5,9
1249,baseline,q34,62,5
1249,baseline,q35,87,15
1249,baseline,q32,26,6
1250,baseline,q7,20,13
1250,baseline,q8,45,15
1250,baseline,q9,30,8
1250,baseline,q10,35,14
1250,baseline,q30,25,4
1250,baseline,q14,5,17
1250,baseline,q16,50,3
1250,baseline,q22,10,11
1250,baseline,q20,35,12
1250,baseline,q24,20,9
1250,baseline,q27,40,2
1250,baseline,q40,60,5
1250,baseline,q39,5,16
1250,baseline,q34,30,1
1250,baseline,q35,50,6
1250,baseline,q32,30,10
1251,specific,q7,24,10
1251,specific,q8,53,14
1251,specific,q9,48,4
1251,specific,q10,59,9
1251,specific,q30,34,1
1251,specific,q14,54,7
1251,specific,q16,27,13
1251,specific,q22,25,6
1251,specific,q20,25,15
1251,specific,q24,26,11
1251,specific,q27,67,3
1251,specific,q40,89,12
