hashed_id,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
c8c871671fa5,67cf07eb8d927c0ea47cc755,APPROVED,Not Applicable,2025-03-10T15:41:30Z,2025-03-10T15:47:59Z,2025-03-10T15:48:00Z,2025-03-10T15:48:00Z,390,CLKQ470I,194,English,39,Female,White,United States,United States,United States,English,No,Part-Time
b4d46239b6e1,67cf07f28fa0cb9aa1afe14e,APPROVED,Not Applicable,2025-03-10T15:40:45Z,2025-03-10T15:46:03Z,2025-03-10T15:46:04Z,2025-03-10T15:46:05Z,319,CLKQ470I,54,English,50,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
bffdfc688615,67cf07f34f99eb55a8a1546c,APPROVED,Not Applicable,2025-03-10T15:40:39Z,2025-03-10T15:45:40Z,2025-03-10T15:45:41Z,2025-03-10T15:45:52Z,301,CLKQ470I,430,English,26,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
db7e98b69aa1,67cf07f5a86d6a7b69f07f1b,APPROVED,Not Applicable,2025-03-10T15:40:47Z,2025-03-10T15:45:47Z,2025-03-10T15:45:48Z,2025-03-10T15:45:56Z,301,CLKQ470I,2701,"English, Spanish",34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
163fd19cf5d3,67cf07f7f3986dade6ce23e7,APPROVED,Not Applicable,2025-03-10T15:40:46Z,2025-03-10T15:48:12Z,2025-03-10T15:48:13Z,2025-03-10T15:48:13Z,446,CLKQ470I,2857,English,45,Male,White,United States,United States,United States,English,No,Full-Time
dd87e76bcbf3,67cf07fa38cfe91795ce23d8,APPROVED,Not Applicable,2025-03-10T15:40:46Z,2025-03-10T15:45:25Z,2025-03-10T15:45:26Z,2025-03-10T15:45:29Z,279,CLKQ470I,580,English,40,Male,White,United States,United States,United States,English,No,Part-Time
70f92a065704,67cf07fe619aaaf67b5679ac,APPROVED,Not Applicable,2025-03-10T15:41:00Z,2025-03-10T15:51:15Z,2025-03-10T15:51:16Z,2025-03-10T15:51:16Z,616,CLKQ470I,167,"English, Vietnamese, Japanese",29,Male,Asian,United States,United States,United States,English,No,Part-Time
d71efcfd10e9,67cf080145e2cf5d3bb35756,APPROVED,Not Applicable,2025-03-10T15:40:57Z,2025-03-10T15:45:40Z,2025-03-10T15:45:41Z,2025-03-10T15:45:52Z,283,CLKQ470I,6860,English,51,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
d8e976364a2b,67cf0804ff3edaa1289cebec,APPROVED,Not Applicable,2025-03-10T15:46:08Z,2025-03-10T15:59:24Z,2025-03-10T15:59:30Z,2025-03-10T15:59:25Z,797,CLKQ470I,137,English,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
2770199f9c93,67cf0805cb519fa4946740af,APPROVED,Not Applicable,2025-03-10T15:43:21Z,2025-03-10T15:50:25Z,2025-03-10T15:50:26Z,2025-03-10T15:50:26Z,424,CLKQ470I,218,English,35,Male,White,United States,United States,United States,English,No,Full-Time
37020afca150,67cf0806ff3edaa1289cebef,APPROVED,Not Applicable,2025-03-10T15:41:16Z,2025-03-10T16:03:16Z,2025-03-10T16:03:22Z,2025-03-10T16:03:18Z,1321,CLKQ470I,1022,"English, Tamil",27,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
09219220fe2c,67cf08178425a430281ec11e,APPROVED,Not Applicable,2025-03-10T15:41:18Z,2025-03-10T15:50:32Z,2025-03-10T15:50:33Z,2025-03-10T15:50:33Z,555,CLKQ470I,1553,English,48,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
911629e4e31a,67cf081be2fec2bf5218d12b,APPROVED,Not Applicable,2025-03-10T15:41:24Z,2025-03-10T15:46:17Z,2025-03-10T15:46:18Z,2025-03-10T15:46:18Z,294,CLKQ470I,4040,English,55,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
861e1c8214e3,67cf081fa22fb55cdfeb8740,APPROVED,Not Applicable,2025-03-10T15:41:24Z,2025-03-10T15:47:02Z,2025-03-10T15:47:03Z,2025-03-10T15:47:03Z,339,CLKQ470I,2727,English,36,Female,White,United States,United States,United States,English,No,Full-Time
503550fee87d,67cf082226318099e0b3577b,APPROVED,Not Applicable,2025-03-10T15:41:34Z,2025-03-10T16:00:41Z,2025-03-10T16:01:01Z,2025-03-10T16:00:42Z,1148,CLKQ470I,3,English,40,Female,Asian,United States,United States,United States,English,Yes,Full-Time
15ebfc617d69,67cf0823f98c7887b8171408,APPROVED,Not Applicable,2025-03-10T15:41:37Z,2025-03-10T15:52:08Z,2025-03-10T15:52:11Z,2025-03-10T15:52:09Z,631,CLKQ470I,1016,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2c2f8fc108e7,67cf082555d6e1b5f0d2d13b,APPROVED,Not Applicable,2025-03-10T15:41:30Z,2025-03-10T15:46:56Z,2025-03-10T15:46:57Z,2025-03-10T15:46:57Z,326,CLKQ470I,2368,English,26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
0f674b1fe53a,67cf0826ee0a84d1c563977e,APPROVED,Not Applicable,2025-03-10T15:41:30Z,2025-03-10T15:45:20Z,2025-03-10T18:27:34Z,2025-03-10T15:45:21Z,231,CLKQ470I,1641,English,35,Male,White,United States,United States,United States,English,No,Full-Time
450af4b83c40,67cf0827d3e05708f9bd0df8,APPROVED,Not Applicable,2025-03-10T15:42:45Z,2025-03-10T15:48:05Z,2025-03-10T15:48:06Z,2025-03-10T15:48:06Z,320,CLKQ470I,3439,English,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
2048a9febb38,67cf082c933c6fe37d877088,APPROVED,Not Applicable,2025-03-10T15:43:46Z,2025-03-10T15:49:30Z,2025-03-10T15:49:31Z,2025-03-10T15:49:31Z,344,CLKQ470I,3748,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
4834cd020f35,67cf08369f2134922df1b291,APPROVED,Not Applicable,2025-03-10T15:41:50Z,2025-03-10T15:50:29Z,2025-03-10T15:50:30Z,2025-03-10T15:50:30Z,519,CLKQ470I,1287,English,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
8f00c1473386,67cf0837d5ca44a01f4d5042,APPROVED,Not Applicable,2025-03-10T15:41:49Z,2025-03-10T15:47:45Z,2025-03-10T15:47:46Z,2025-03-10T15:47:46Z,356,CLKQ470I,1093,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
4307dc90cbde,67cf0839196afa374d99ab28,APPROVED,Not Applicable,2025-03-10T15:41:54Z,2025-03-10T15:50:26Z,2025-03-10T15:50:26Z,2025-03-10T15:50:28Z,512,CLKQ470I,849,English,39,Male,Black,United States,United States,United States,English,No,Full-Time
0dd73b9b821d,67cf084304d12ee68bdb3b9d,APPROVED,Not Applicable,2025-03-10T15:42:10Z,2025-03-10T15:48:55Z,2025-03-10T15:49:01Z,2025-03-10T15:48:56Z,406,CLKQ470I,2813,English,42,Female,Asian,United States,United States,Korea,English,DATA_EXPIRED,DATA_EXPIRED
f8e9d36590c2,67cf0846d5ca44a01f4d5046,APPROVED,Not Applicable,2025-03-10T15:42:06Z,2025-03-10T15:49:29Z,2025-03-10T15:49:29Z,2025-03-10T15:49:29Z,443,CLKQ470I,205,English,37,Female,DATA_EXPIRED,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
b74a3fc12f41,67cf08481d033cc268548539,APPROVED,Not Applicable,2025-03-10T15:42:05Z,2025-03-10T15:49:51Z,2025-03-10T15:49:54Z,2025-03-10T15:49:53Z,467,CLKQ470I,4443,English,50,Male,White,United States,United States,United States,English,No,Part-Time
3ea800788f94,67cf084b3a9414144841dc6d,APPROVED,Not Applicable,2025-03-10T15:42:11Z,2025-03-10T15:47:07Z,2025-03-10T15:47:08Z,2025-03-10T15:47:08Z,296,CLKQ470I,968,English,38,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
916690b65819,67cf08500414f20dc02f48f3,APPROVED,Not Applicable,2025-03-10T15:42:17Z,2025-03-10T15:50:29Z,2025-03-10T15:50:36Z,2025-03-10T15:50:30Z,492,CLKQ470I,165,English,37,Male,White,United States,United States,United States,English,No,Full-Time
1f07784f705c,67cf0850292f4d0e21e7e29e,APPROVED,Not Applicable,2025-03-10T15:44:54Z,2025-03-10T15:52:41Z,2025-03-10T15:52:57Z,2025-03-10T15:52:42Z,468,CLKQ470I,213,English,18,Male,Mixed,United States,United States,United States,English,Yes,Part-Time
383464da0aca,67cf0851625356088591e265,APPROVED,Not Applicable,2025-03-10T15:42:18Z,2025-03-10T15:48:37Z,2025-03-10T15:48:38Z,2025-03-10T15:48:38Z,380,CLKQ470I,847,English,41,Male,White,United States,United States,United States,English,No,Full-Time
43320b22d1b8,67cf0856e03fa0bdbffb9bd7,APPROVED,Not Applicable,2025-03-10T15:42:18Z,2025-03-10T15:49:44Z,2025-03-10T15:49:45Z,2025-03-10T15:49:45Z,446,CLKQ470I,123,English,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
270a9675262c,67cf085b63f310e65255552e,APPROVED,Not Applicable,2025-03-10T15:42:28Z,2025-03-10T15:49:31Z,2025-03-10T15:49:33Z,2025-03-10T15:49:33Z,424,CLKQ470I,1440,English,25,Male,White,United States,United States,United States,English,No,Full-Time
6428daf4a27f,67cf0862e43e10b6dd3fb443,APPROVED,Not Applicable,2025-03-10T15:42:33Z,2025-03-10T15:48:55Z,2025-03-10T15:48:56Z,2025-03-10T15:48:56Z,382,CLKQ470I,2272,English,40,Male,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5430fdc8f59a,67cf086652b7247f29f0782e,APPROVED,Not Applicable,2025-03-10T15:42:36Z,2025-03-10T15:48:35Z,2025-03-10T15:48:36Z,2025-03-10T15:48:36Z,359,CLKQ470I,5038,"English, Spanish",36,Male,White,United States,United States,United States,English,No,Full-Time
aaf0d319a2d4,67cf086825e4efc283a5bcae,APPROVED,Not Applicable,2025-03-10T15:42:35Z,2025-03-10T15:53:08Z,2025-03-10T15:53:15Z,2025-03-10T15:53:10Z,634,CLKQ470I,368,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
e65589a5b083,67cf086e7d33cebc26d2d1a2,APPROVED,Not Applicable,2025-03-10T15:43:36Z,2025-03-10T15:54:33Z,2025-03-10T15:54:35Z,2025-03-10T15:54:34Z,657,CLKQ470I,4490,English,45,Female,White,United States,United States,United States,English,No,Full-Time
ec2302393f54,67cf086f5bb54f62571d018c,APPROVED,Not Applicable,2025-03-10T15:42:46Z,2025-03-10T15:49:06Z,2025-03-10T15:49:07Z,2025-03-10T15:49:08Z,381,CLKQ470I,658,English,28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
791881f38a91,67cf0875d3e05708f9bd0e0b,APPROVED,Not Applicable,2025-03-10T15:42:52Z,2025-03-10T16:18:22Z,2025-03-10T16:18:23Z,2025-03-10T16:18:23Z,2130,CLKQ470I,1479,English,68,Female,White,United States,United States,United States,English,No,Part-Time
3f39a61c9f61,67cf087fde8aabc9fb89ddf6,APPROVED,Not Applicable,2025-03-10T15:43:30Z,2025-03-10T15:49:44Z,2025-03-10T15:49:50Z,2025-03-10T15:49:46Z,375,CLKQ470I,2094,English,43,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6712a25c6a53,67cf0880670a02adacd86c42,APPROVED,Not Applicable,2025-03-10T15:43:02Z,2025-03-10T15:51:27Z,2025-03-10T15:51:28Z,2025-03-10T15:51:29Z,506,CLKQ470I,290,"English, Russian",61,Male,White,Ukraine,United States,United States,Russian,No,Full-Time
a12ec12d7770,67cf0882767b7861733aab28,APPROVED,Not Applicable,2025-03-10T15:43:06Z,2025-03-10T15:51:01Z,2025-03-10T15:51:02Z,2025-03-10T15:51:04Z,475,CLKQ470I,2320,English,69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3f7a8e3a2fa5,67cf08839e4027b400ee928e,APPROVED,Not Applicable,2025-03-10T15:43:03Z,2025-03-10T15:48:27Z,2025-03-10T15:48:28Z,2025-03-10T15:48:28Z,324,CLKQ470I,1410,English,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
92423f121284,67cf088baeba534fca0e0e50,APPROVED,Not Applicable,2025-03-10T15:43:17Z,2025-03-10T15:52:09Z,2025-03-10T15:52:21Z,2025-03-10T15:52:10Z,533,CLKQ470I,205,English,30,Female,White,United States,United States,United States,English,No,Full-Time
7b70e8acf440,67cf088d03d27eaef95a9abb,APPROVED,Not Applicable,2025-03-10T15:43:14Z,2025-03-10T15:47:23Z,2025-03-10T15:47:24Z,2025-03-10T15:47:24Z,250,CLKQ470I,3509,English,55,Male,White,United States,United States,United States,English,No,Full-Time
efa88148a407,67cf088fdf7d04b10c90fd8d,APPROVED,Not Applicable,2025-03-10T15:43:33Z,2025-03-10T15:52:38Z,2025-03-10T15:52:49Z,2025-03-10T15:52:40Z,545,CLKQ470I,4499,English,38,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
84cbd3401a3c,67cf089201e29b7b3a10feb3,APPROVED,Not Applicable,2025-03-10T15:43:21Z,2025-03-10T15:50:49Z,2025-03-10T15:50:52Z,2025-03-10T15:50:50Z,449,CLKQ470I,3319,English,74,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67a91c14908f,67cf0895a34f9adda1262301,APPROVED,Not Applicable,2025-03-10T15:46:17Z,2025-03-10T16:09:55Z,2025-03-10T16:09:57Z,2025-03-10T16:09:56Z,1419,CLKQ470I,1013,English,25,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
08384b01a9a8,67cf08985b3c8898c210fe7c,APPROVED,Not Applicable,2025-03-10T15:43:41Z,2025-03-10T15:51:23Z,2025-03-10T15:51:24Z,2025-03-10T15:51:24Z,463,CLKQ470I,261,English,22,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
f449f5c457f9,67cf089ceabf8e8782034ed7,APPROVED,Not Applicable,2025-03-10T15:44:04Z,2025-03-10T15:52:08Z,2025-03-10T15:52:14Z,2025-03-10T15:52:09Z,485,CLKQ470I,2069,English,25,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
add97e49b5fd,67cf089eb8897ed9a432df7f,APPROVED,Not Applicable,2025-03-10T15:44:06Z,2025-03-10T16:06:51Z,2025-03-10T16:06:52Z,2025-03-10T16:06:51Z,1365,CLKQ470I,427,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
9f559a56b655,67cf08a11d5676492a6b1d05,APPROVED,Not Applicable,2025-03-10T15:43:34Z,2025-03-10T15:52:37Z,2025-03-10T15:52:48Z,2025-03-10T15:52:39Z,543,CLKQ470I,406,English,42,Male,White,United States,United States,United States,English,No,Full-Time
a55f2e5a1207,67cf08a9ed808ac65e19dd2b,APPROVED,Not Applicable,2025-03-10T15:43:48Z,2025-03-10T15:50:12Z,2025-03-10T15:50:12Z,2025-03-10T15:50:12Z,384,CLKQ470I,1721,English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
e8d4ce087684,67cf08aaf67c83a8879475a3,APPROVED,Not Applicable,2025-03-10T15:43:54Z,2025-03-10T15:49:59Z,2025-03-10T15:50:00Z,2025-03-10T15:50:00Z,365,CLKQ470I,3723,English,60,Female,White,United States,United States,United States,English,No,Part-Time
a52de938ae22,67cf08ac6c6ca0a95facd9e4,APPROVED,Not Applicable,2025-03-10T15:43:45Z,2025-03-10T15:50:36Z,2025-03-10T15:50:37Z,2025-03-10T15:50:38Z,412,CLKQ470I,1523,English,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
aa6d1ffc0042,67cf08ad8499920246eeee8a,APPROVED,Not Applicable,2025-03-10T15:43:48Z,2025-03-10T15:52:32Z,2025-03-10T15:52:36Z,2025-03-10T15:52:33Z,525,CLKQ470I,2881,English,30,Male,White,United States,United States,United States,English,No,Full-Time
696fe06de95a,67cf08b36fc71af5a07f5b2d,APPROVED,Not Applicable,2025-03-10T15:43:58Z,2025-03-10T15:48:39Z,2025-03-10T15:48:40Z,2025-03-10T15:48:40Z,282,CLKQ470I,47,"Farsi, English",37,Female,Asian,United States,United States,Afghanistan,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
796bb2882948,67cf08b4fe6f197ea9896dbd,APPROVED,Not Applicable,2025-03-10T15:43:57Z,2025-03-10T15:51:34Z,2025-03-10T15:51:35Z,2025-03-10T15:51:35Z,457,CLKQ470I,3989,English,61,Male,White,United States,United States,Slovakia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
9abb40299dd6,67cf08b5bd4c01bd4dc101c7,APPROVED,Not Applicable,2025-03-10T15:43:58Z,2025-03-10T15:54:28Z,2025-03-10T15:54:31Z,2025-03-10T15:54:30Z,631,CLKQ470I,477,English,51,Female,Black,France,United States,United States,French,No,Full-Time
8f1eaaf27531,67cf08b5bf846bcaf332e00d,APPROVED,Not Applicable,2025-03-10T15:44:08Z,2025-03-10T15:51:57Z,2025-03-10T15:52:18Z,2025-03-10T15:51:58Z,469,CLKQ470I,205,English,74,Female,White,United States,United States,United States,English,No,Other
812f0483f90d,67cf08b6699d52e9bfe278ca,APPROVED,Not Applicable,2025-03-10T15:44:09Z,2025-03-10T15:52:34Z,2025-03-10T15:52:57Z,2025-03-10T15:52:35Z,506,CLKQ470I,7938,English,65,Female,White,United States,United States,United States,English,No,Part-Time
45ee45cdb2d1,67cf08b766f7a4ce2ef1b2de,APPROVED,Not Applicable,2025-03-10T15:43:57Z,2025-03-10T15:49:47Z,2025-03-10T15:49:49Z,2025-03-10T15:49:49Z,350,CLKQ470I,6027,English,44,Female,White,United States,United States,United States,English,No,Full-Time
97975bc241b9,67cf08b9936408fd42215b6d,APPROVED,Not Applicable,2025-03-10T15:45:09Z,2025-03-10T15:50:55Z,2025-03-10T15:50:57Z,2025-03-10T15:50:57Z,347,CLKQ470I,403,English,36,Male,Other,United States,United States,United States,English,Yes,Full-Time
527e24ee22df,67cf08c0c9da15d2a48d2bb4,APPROVED,Not Applicable,2025-03-10T15:44:23Z,2025-03-10T15:49:22Z,2025-03-10T15:49:27Z,2025-03-10T15:49:22Z,299,CLKQ470I,427,English,41,Female,White,United States,United States,United States,English,No,Full-Time
1343fad1caec,67cf08c2582231762789dddc,APPROVED,Not Applicable,2025-03-10T15:44:08Z,2025-03-10T15:49:21Z,2025-03-10T15:49:24Z,2025-03-10T15:49:22Z,313,CLKQ470I,271,English,53,Female,Mixed,United States,United States,United States,English,No,Full-Time
41b47a98a0cc,67cf08c3a59485ce62879f03,APPROVED,Not Applicable,2025-03-10T15:44:11Z,2025-03-10T15:51:29Z,2025-03-10T15:51:30Z,2025-03-10T15:51:30Z,439,CLKQ470I,1515,English,36,Male,White,United States,United States,United States,English,No,Full-Time
daf72c32d2c6,67cf08c4eef8b71a77879b3a,APPROVED,Not Applicable,2025-03-10T15:49:46Z,2025-03-10T15:59:46Z,2025-03-10T15:59:48Z,2025-03-10T15:59:46Z,600,CLKQ470I,4554,English,70,Male,White,United States,United States,United States,English,No,Other
0928a447190f,67cf08c9132204b817f1c4a9,APPROVED,Not Applicable,2025-03-10T15:46:31Z,2025-03-10T15:55:33Z,2025-03-10T15:55:35Z,2025-03-10T15:55:34Z,543,CLKQ470I,6249,"English, Spanish",40,Male,Other,"Venezuela, Bolivarian Republic of",United States,United States,English,No,Full-Time
1a6d0aa1cccc,67cf08ca23bf647702006588,APPROVED,Not Applicable,2025-03-10T15:44:26Z,2025-03-10T16:01:26Z,2025-03-10T16:01:27Z,2025-03-10T16:01:28Z,1021,CLKQ470I,9,English,51,Female,White,United States,United States,United States,English,No,Part-Time
286f1f1050a9,67cf08cac571be02563e600a,APPROVED,Not Applicable,2025-03-10T15:44:22Z,2025-03-10T15:53:31Z,2025-03-10T15:53:32Z,2025-03-10T15:53:32Z,550,CLKQ470I,911,English,61,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
874f2e207a0f,67cf08cc9a8e623ae1a5bce8,APPROVED,Not Applicable,2025-03-10T15:44:23Z,2025-03-10T15:51:08Z,2025-03-10T15:51:11Z,2025-03-10T15:51:08Z,405,CLKQ470I,889,English,56,Female,Black,United States,United States,United States,English,No,Full-Time
f2c673b51233,67cf08ccc6d0931a86fced68,APPROVED,Not Applicable,2025-03-10T15:44:52Z,2025-03-10T16:03:16Z,2025-03-10T16:03:19Z,2025-03-10T16:03:17Z,1104,CLKQ470I,549,English,34,Female,Asian,United States,United States,United States,English,No,Full-Time
370bbac12781,67cf08cdc507dd400b05641f,APPROVED,Not Applicable,2025-03-10T15:44:20Z,2025-03-10T15:56:15Z,2025-03-10T15:56:21Z,2025-03-10T15:56:16Z,716,CLKQ470I,1620,English,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5328edf37d68,67cf08d96bc1d67bda187593,APPROVED,Not Applicable,2025-03-10T15:44:57Z,2025-03-10T15:54:49Z,2025-03-10T15:54:51Z,2025-03-10T15:54:50Z,593,CLKQ470I,424,English,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5537d3ab4d42,67cf08da89add73722e62a6b,APPROVED,Not Applicable,2025-03-10T15:44:37Z,2025-03-10T15:55:54Z,2025-03-10T15:55:57Z,2025-03-10T15:55:55Z,677,CLKQ470I,427,English,52,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
355073733de8,67cf08da8e15d04922ce265d,APPROVED,Not Applicable,2025-03-10T15:44:45Z,2025-03-10T15:58:46Z,2025-03-10T15:58:49Z,2025-03-10T15:58:47Z,841,CLKQ470I,82,English,30,Male,Black,United States,United States,United States,English,No,Part-Time
b6a17159de39,67cf08dce57ee0e8aec36d2c,APPROVED,Not Applicable,2025-03-10T15:44:32Z,2025-03-10T15:50:16Z,2025-03-10T15:50:18Z,2025-03-10T15:50:17Z,344,CLKQ470I,2448,English,38,Male,White,United States,United States,United States,English,No,Full-Time
b6bf072cb974,67cf08dd0f4b784d765a06de,APPROVED,Not Applicable,2025-03-10T15:44:34Z,2025-03-10T15:51:52Z,2025-03-10T15:51:53Z,2025-03-10T15:51:53Z,439,CLKQ470I,457,English,59,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
f50934abd331,67cf08e2e03fa0bdbffb9bf2,APPROVED,Not Applicable,2025-03-10T15:45:37Z,2025-03-10T15:53:50Z,2025-03-10T15:54:01Z,2025-03-10T15:53:54Z,494,CLKQ470I,591,English,41,Female,White,United States,United States,United States,English,No,Part-Time
1399128e506b,67cf08e3cea742f4ed393d84,APPROVED,Not Applicable,2025-03-10T15:44:42Z,2025-03-10T15:50:57Z,2025-03-10T15:50:58Z,2025-03-10T15:50:58Z,375,CLKQ470I,561,English,48,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
0ef500a0687f,67cf08e9f8fd3728814d81c2,APPROVED,Not Applicable,2025-03-10T15:45:30Z,2025-03-10T16:00:28Z,2025-03-10T16:00:29Z,2025-03-10T16:00:30Z,898,CLKQ470I,1320,English,35,Female,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
265da4c71b41,67cf08ed9a16efbf3454865e,APPROVED,Not Applicable,2025-03-10T15:44:52Z,2025-03-10T15:50:58Z,2025-03-10T15:51:04Z,2025-03-10T15:50:59Z,366,CLKQ470I,792,English,26,Female,Other,United States,United States,United States,English,Yes,DATA_EXPIRED
c22c4165ae29,67cf08ee2606191f2cbe2b60,APPROVED,Not Applicable,2025-03-10T15:44:52Z,2025-03-10T15:51:09Z,2025-03-10T15:51:15Z,2025-03-10T15:51:10Z,378,CLKQ470I,586,English,50,Female,White,United States,United States,United States,English,No,Part-Time
db9813a04212,67cf08f2cfb4243a8fc2ef04,APPROVED,Not Applicable,2025-03-10T15:44:55Z,2025-03-10T15:52:53Z,2025-03-10T15:53:15Z,2025-03-10T15:52:54Z,479,CLKQ470I,1249,English,39,Male,Black,United States,United States,United States,English,Yes,Full-Time
6a1fe850144f,67cf08f7e3aaef43ac6c3823,APPROVED,Not Applicable,2025-03-10T15:45:00Z,2025-03-10T15:51:49Z,2025-03-10T15:51:51Z,2025-03-10T15:51:50Z,410,CLKQ470I,608,English,44,Male,Black,United States,United States,United States,English,No,Full-Time
4e393c4b037c,67cf08f9e3aaef43ac6c3825,APPROVED,Not Applicable,2025-03-10T15:45:03Z,2025-03-10T15:52:16Z,2025-03-10T15:52:16Z,2025-03-10T15:52:16Z,433,CLKQ470I,400,English,38,Female,White,United States,United States,United States,English,No,Full-Time
c859c7502786,67cf08fcae98c0d6113bef83,APPROVED,Not Applicable,2025-03-10T15:45:32Z,2025-03-10T15:53:30Z,2025-03-10T15:53:31Z,2025-03-10T15:53:31Z,478,CLKQ470I,1021,English,46,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Part-Time
10ef0a42b0c9,67cf0904223bd69bbcb9c21a,APPROVED,Not Applicable,2025-03-10T15:45:15Z,2025-03-10T15:56:48Z,2025-03-10T15:56:54Z,2025-03-10T15:56:49Z,694,CLKQ470I,1660,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
afae938c4670,67cf0907cf4ec1dc48eb879c,APPROVED,Not Applicable,2025-03-10T15:45:16Z,2025-03-10T15:49:24Z,2025-03-10T15:49:25Z,2025-03-10T15:49:25Z,249,CLKQ470I,1022,English,26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
7da40dcefa8e,67cf090d767b7861733aab48,APPROVED,Not Applicable,2025-03-10T15:45:23Z,2025-03-10T15:53:01Z,2025-03-10T15:53:11Z,2025-03-10T15:53:02Z,459,CLKQ470I,563,English,59,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
9283ad1bf3b8,67cf090fcadd28fa60daa12b,APPROVED,Not Applicable,2025-03-10T15:45:27Z,2025-03-10T15:52:30Z,2025-03-10T15:52:31Z,2025-03-10T15:52:32Z,424,CLKQ470I,3672,English,29,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
a75cf6349cea,67cf09173c9011e4a39ceccf,APPROVED,Not Applicable,2025-03-10T15:45:33Z,2025-03-10T15:52:42Z,2025-03-10T15:52:51Z,2025-03-10T15:52:43Z,430,CLKQ470I,939,English,23,Female,White,United States,United States,United States,English,No,Full-Time
4c39808eff8c,67cf091928c47468a2d801d6,APPROVED,Not Applicable,2025-03-10T15:45:36Z,2025-03-10T15:52:57Z,2025-03-10T15:53:00Z,2025-03-10T15:52:58Z,442,CLKQ470I,2045,English,61,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1fdd7dce84ff,67cf091ec571be02563e601d,APPROVED,Not Applicable,2025-03-10T15:45:43Z,2025-03-10T15:52:38Z,2025-03-10T15:52:51Z,2025-03-10T15:52:39Z,415,CLKQ470I,28,English,32,Male,White,United States,United States,United States,English,No,Full-Time
