hashed_id,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
05979e27dc15,67cf05409daa17d98c71ff97,APPROVED,Not Applicable,2025-03-10T15:29:11Z,2025-03-10T15:36:36Z,2025-03-10T15:36:37Z,2025-03-10T15:36:37Z,446,CLKQ470I,492,"Spanish, English",42,Female,White,United States,United States,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5e1ea0fdf3ed,67cf054731fcf20b41db3ab7,APPROVED,Not Applicable,2025-03-10T15:29:33Z,2025-03-10T15:42:02Z,2025-03-10T15:42:04Z,2025-03-10T15:42:03Z,750,CLKQ470I,6,English,55,Male,White,United States,United States,United States,English,No,Full-Time
f182466274c8,67cf054a66f7a4ce2ef1b22f,APPROVED,Not Applicable,2025-03-10T15:29:20Z,2025-03-10T15:35:09Z,2025-03-10T15:35:09Z,2025-03-10T15:35:09Z,349,CLKQ470I,1883,English,54,Male,White,United States,United States,United States,English,No,Full-Time
e7efdb000762,67cf054dc136391f8f0caf51,APPROVED,Not Applicable,2025-03-10T15:29:21Z,2025-03-10T15:34:25Z,2025-03-10T15:34:26Z,2025-03-10T15:34:26Z,305,CLKQ470I,121,"Chinese, English",19,Male,Asian,China,United States,United States,Chinese,Yes,Part-Time
92f72d89be2c,67cf0550a59485ce62879e6e,APPROVED,Not Applicable,2025-03-10T15:29:28Z,2025-03-10T15:36:24Z,2025-03-10T15:36:24Z,2025-03-10T15:36:24Z,416,CLKQ470I,260,English,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
19cfcd0e2ccf,67cf055b66848e129fab32e0,APPROVED,Not Applicable,2025-03-10T15:29:38Z,2025-03-10T16:01:48Z,2025-03-10T16:01:52Z,2025-03-10T16:01:50Z,1931,CLKQ470I,760,"English, Spanish",47,Female,White,United States,United States,United States,English,Yes,Full-Time
8c739615653c,67cf0566767b7861733aaa9c,APPROVED,Not Applicable,2025-03-10T15:32:38Z,2025-03-10T15:45:04Z,2025-03-10T15:45:05Z,2025-03-10T15:45:05Z,747,CLKQ470I,974,English,46,Female,White,United States,United States,United States,English,No,Full-Time
6ef78893c945,67cf056d73fd84f6e72f49fb,APPROVED,Not Applicable,2025-03-10T15:29:53Z,2025-03-10T15:34:46Z,2025-03-10T15:34:47Z,2025-03-10T15:34:47Z,293,CLKQ470I,1164,English,30,Female,White,United States,United States,United States,English,No,Full-Time
0602f7ac6147,67cf0570e99ee23b9816a943,APPROVED,Not Applicable,2025-03-10T15:29:58Z,2025-03-10T15:36:37Z,2025-03-10T15:36:38Z,2025-03-10T15:36:38Z,399,CLKQ470I,1256,English,30,Female,White,United States,United States,United States,English,No,Other
d4deb2fb1f76,67cf0572e341bfc01e8d2b1b,APPROVED,Not Applicable,2025-03-10T15:29:59Z,2025-03-10T15:39:00Z,2025-03-10T15:39:01Z,2025-03-10T15:39:01Z,541,CLKQ470I,3062,English,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
cfdfb04574ac,67cf0579a86d6a7b69f07e9c,APPROVED,Not Applicable,2025-03-10T15:30:09Z,2025-03-10T15:50:55Z,2025-03-10T15:50:56Z,2025-03-10T15:50:56Z,1246,CLKQ470I,91,English,49,Male,White,United States,United States,United States,English,No,Full-Time
5509ea0a6220,67cf058079b03de435353cdd,APPROVED,Not Applicable,2025-03-10T15:30:15Z,2025-03-10T15:37:42Z,2025-03-10T15:37:43Z,2025-03-10T15:37:43Z,447,CLKQ470I,10,English,50,Female,White,United States,United States,United States,English,Yes,Full-Time
748050c1c0ee,67cf0585a3c9faf8e9be2ad0,APPROVED,Not Applicable,2025-03-10T15:30:57Z,2025-03-10T15:37:38Z,2025-03-10T15:37:39Z,2025-03-10T15:37:39Z,402,CLKQ470I,4564,English,52,Male,White,United States,United States,United States,English,No,Full-Time
5e46cc996f23,67cf058cdb8ee2378d6ea9ac,APPROVED,Not Applicable,2025-03-10T15:30:29Z,2025-03-10T15:36:26Z,2025-03-10T15:36:27Z,2025-03-10T15:36:27Z,358,CLKQ470I,1370,English,36,Female,White,United States,United States,United States,English,No,Other
8a643565275a,67cf05cfbf846bcaf332df72,APPROVED,Not Applicable,2025-03-10T15:31:33Z,2025-03-10T15:36:50Z,2025-03-10T15:36:52Z,2025-03-10T15:36:51Z,318,CLKQ470I,962,English,51,Female,Black,United States,United States,United States,English,No,Part-Time
90a887510da7,67cf05d2229822434560c0a1,APPROVED,Not Applicable,2025-03-10T15:31:37Z,2025-03-10T15:37:00Z,2025-03-10T15:37:04Z,2025-03-10T15:37:01Z,323,CLKQ470I,414,English,22,Female,Asian,China,United States,United States,English,No,Full-Time
1356a9226695,67cf05d831fcf20b41db3ac9,APPROVED,Not Applicable,2025-03-10T15:31:42Z,2025-03-10T15:41:38Z,2025-03-10T15:41:40Z,2025-03-10T15:41:40Z,596,CLKQ470I,718,English,26,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
94164b9f5fb1,67cf05dca158fc8c427af067,APPROVED,Not Applicable,2025-03-10T15:31:50Z,2025-03-10T15:37:51Z,2025-03-10T15:37:53Z,2025-03-10T15:37:53Z,362,CLKQ470I,2509,English,57,Female,White,United States,United States,United States,English,No,Full-Time
cbc298213c41,67cf05e95b3c8898c210fe0f,APPROVED,Not Applicable,2025-03-10T15:31:59Z,2025-03-10T15:40:56Z,2025-03-10T15:40:58Z,2025-03-10T15:40:56Z,537,CLKQ470I,1067,English,52,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
9fc25a91e358,67cf05ef84aea094b4ae39fe,APPROVED,Not Applicable,2025-03-10T15:32:08Z,2025-03-10T15:54:20Z,2025-03-10T15:54:32Z,2025-03-10T15:54:21Z,1333,CLKQ470I,2328,English,41,Female,White,United States,United States,United States,English,No,Part-Time
242f7d9a9305,67cf060191fdb026b61710c1,APPROVED,Not Applicable,2025-03-10T15:32:42Z,2025-03-10T15:38:07Z,2025-03-10T15:38:08Z,2025-03-10T15:38:07Z,326,CLKQ470I,359,English,33,Male,White,United States,United States,United States,English,No,Full-Time
b5cb7ffae3f5,67cf06151d033cc2685484eb,APPROVED,Not Applicable,2025-03-10T15:33:03Z,2025-03-10T15:39:39Z,2025-03-10T15:39:40Z,2025-03-10T15:39:40Z,396,CLKQ470I,622,English,55,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64a12244745b,67cf06222f57707a43f3bf06,APPROVED,Not Applicable,2025-03-10T15:32:58Z,2025-03-10T15:41:41Z,2025-03-10T15:41:42Z,2025-03-10T15:41:42Z,524,CLKQ470I,3141,"English, Vietnamese",58,Female,Asian,Vietnam,United States,United States,Vietnamese,No,Unemployed (and job seeking)
ff278155ae55,67cf062f501113ada701cc26,APPROVED,Not Applicable,2025-03-10T15:33:21Z,2025-03-10T15:38:13Z,2025-03-10T15:38:14Z,2025-03-10T15:38:14Z,293,CLKQ470I,756,English,41,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
8923185e53d0,67cf0632b625cc0bf5f1df0f,APPROVED,Not Applicable,2025-03-10T15:33:13Z,2025-03-10T15:40:54Z,2025-03-10T15:40:55Z,2025-03-10T15:40:55Z,462,CLKQ470I,332,English,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
75edb0327961,67cf0634f4a8e1f09cc38760,APPROVED,Not Applicable,2025-03-10T15:33:16Z,2025-03-10T15:43:36Z,2025-03-10T15:43:37Z,2025-03-10T15:43:36Z,621,CLKQ470I,245,English,40,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
bcbcf1bbb46e,67cf06392d4d45ed189e8519,APPROVED,Not Applicable,2025-03-10T15:33:24Z,2025-03-10T15:40:05Z,2025-03-10T15:40:06Z,2025-03-10T15:40:06Z,401,CLKQ470I,4834,English,58,Female,White,United States,United States,United States,English,No,Full-Time
d84d96f76d27,67cf0640280e7e75fbbac536,APPROVED,Not Applicable,2025-03-10T15:33:39Z,2025-03-10T15:41:06Z,2025-03-10T15:41:07Z,2025-03-10T15:41:07Z,448,CLKQ470I,3886,"English, French, Romanian, Italian",49,Female,White,Romania,United States,United States,Romanian,No,Other
f47ad8f3680d,67cf06487b2f38d70002ac1e,APPROVED,Not Applicable,2025-03-10T15:38:44Z,2025-03-10T15:50:29Z,2025-03-10T15:50:30Z,2025-03-10T15:50:30Z,705,CLKQ470I,4207,English,33,Male,Asian,United States,United States,United States,English,No,Full-Time
327e3b6320d4,67cf06545c312461c9453c4b,APPROVED,Not Applicable,2025-03-10T15:33:48Z,2025-03-10T15:40:44Z,2025-03-10T15:40:45Z,2025-03-10T15:40:46Z,416,CLKQ470I,681,English,24,Female,White,United States,United States,United States,English,No,Full-Time
33d09cb49772,67cf065d9e4027b400ee9237,APPROVED,Not Applicable,2025-03-10T15:37:58Z,2025-03-10T15:47:14Z,2025-03-10T15:47:15Z,2025-03-10T15:47:15Z,556,CLKQ470I,2747,"English, Tagalog-Filipino",33,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
b887a9710eee,67cf0668a135cc374bf1c448,APPROVED,Not Applicable,2025-03-10T15:34:04Z,2025-03-10T15:41:20Z,2025-03-10T15:41:24Z,2025-03-10T15:41:22Z,437,CLKQ470I,1833,English,44,Male,White,United States,United States,United States,English,No,Other
ecf527b7a318,67cf0676ed808ac65e19dcb7,APPROVED,Not Applicable,2025-03-10T15:34:22Z,2025-03-10T15:44:15Z,2025-03-10T15:44:17Z,2025-03-10T15:44:16Z,594,CLKQ470I,366,English,63,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
662e8f02010a,67cf067f08df023ede0458cd,APPROVED,Not Applicable,2025-03-10T15:34:28Z,2025-03-10T15:41:28Z,2025-03-10T15:41:30Z,2025-03-10T15:41:30Z,421,CLKQ470I,2964,"English, Spanish",34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5786917ed7c9,67cf0681df7d04b10c90fd31,APPROVED,Not Applicable,2025-03-10T15:34:30Z,2025-03-10T15:49:19Z,2025-03-10T15:49:20Z,2025-03-10T15:49:20Z,889,CLKQ470I,2218,English,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
eb729b90e45a,67cf068337d0a4c02850202a,APPROVED,Not Applicable,2025-03-10T15:34:37Z,2025-03-10T15:41:52Z,2025-03-10T15:41:53Z,2025-03-10T15:41:53Z,436,CLKQ470I,3319,English,54,Female,White,United States,United States,United States,English,No,Part-Time
e2f7161b91b5,67cf068563f310e6525554b2,APPROVED,Not Applicable,2025-03-10T15:41:10Z,2025-03-10T15:51:58Z,2025-03-10T15:52:04Z,2025-03-10T15:51:59Z,648,CLKQ470I,176,English,61,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
ca4b11702365,67cf06879de69719a26d3984,APPROVED,Not Applicable,2025-03-10T15:34:52Z,2025-03-10T15:52:09Z,2025-03-10T15:52:16Z,2025-03-10T15:52:10Z,1037,CLKQ470I,4843,"English, Chinese",25,Male,Asian,United States,United States,United States,Chinese,DATA_EXPIRED,DATA_EXPIRED
3a637747d7c5,67cf068ed6debec7ce552083,APPROVED,Not Applicable,2025-03-10T15:41:17Z,2025-03-10T15:49:54Z,2025-03-10T15:49:55Z,2025-03-10T15:49:55Z,517,CLKQ470I,59,English,30,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
551a7be59d2d,67cf069183179ba7d6c33e26,APPROVED,Not Applicable,2025-03-10T15:34:50Z,2025-03-10T15:45:49Z,2025-03-10T15:45:50Z,2025-03-10T15:45:57Z,660,CLKQ470I,890,English,55,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63e2f6ae70f1,67cf069abf846bcaf332df93,APPROVED,Not Applicable,2025-03-10T15:36:38Z,2025-03-10T15:44:04Z,2025-03-10T15:44:24Z,2025-03-10T15:44:05Z,447,CLKQ470I,6400,English,43,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
974e862930fc,67cf069da6c7297803ddb55e,APPROVED,Not Applicable,2025-03-10T15:34:58Z,2025-03-10T15:49:08Z,2025-03-10T15:49:09Z,2025-03-10T15:49:09Z,851,CLKQ470I,5238,English,39,Female,White,United States,United States,United States,English,No,Full-Time
5cbb159bde12,67cf069df604efa5a21959e2,APPROVED,Not Applicable,2025-03-10T15:35:01Z,2025-03-10T15:38:41Z,2025-03-10T18:25:46Z,2025-03-10T15:38:42Z,220,CLKQ470I,255,English,24,Female,White,United States,United States,United States,English,No,Full-Time
7efd42b2c19f,67cf069f88ac6082ae5c1597,APPROVED,Not Applicable,2025-03-10T15:35:02Z,2025-03-10T15:40:46Z,2025-03-10T15:40:47Z,2025-03-10T15:40:47Z,345,CLKQ470I,1684,English,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
8707019935c5,67cf06a33b53d36c88c938d2,APPROVED,Not Applicable,2025-03-10T15:35:07Z,2025-03-10T15:39:02Z,2025-03-10T18:29:39Z,2025-03-10T15:39:03Z,236,CLKQ470I,1797,"English, Tagalog-Filipino",22,Male,Asian,Philippines,United States,United States,Tagalog-Filipino,Yes,DATA_EXPIRED
70e5b1172084,67cf06a7617845e35c51ca3e,APPROVED,Not Applicable,2025-03-10T15:35:13Z,2025-03-10T15:42:00Z,2025-03-10T15:42:01Z,2025-03-10T15:42:01Z,407,CLKQ470I,4438,English,52,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
70c370d0b187,67cf06ac69e0f13c12029edb,APPROVED,Not Applicable,2025-03-10T15:35:14Z,2025-03-10T15:40:21Z,2025-03-10T15:40:24Z,2025-03-10T15:40:22Z,308,CLKQ470I,170,English,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
a8875195f37c,67cf06ae6d6febd3118b147c,APPROVED,Not Applicable,2025-03-10T15:35:37Z,2025-03-10T15:42:35Z,2025-03-10T15:42:37Z,2025-03-10T15:42:37Z,418,CLKQ470I,1482,English,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
265471aacdc5,67cf06b2b4cb00e8a55f4731,APPROVED,Not Applicable,2025-03-10T15:35:28Z,2025-03-10T15:44:15Z,2025-03-10T15:44:20Z,2025-03-10T15:44:15Z,527,CLKQ470I,1945,English,76,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
83b140b539dc,67cf06b328c47468a2d80169,APPROVED,Not Applicable,2025-03-10T15:35:22Z,2025-03-10T15:40:39Z,2025-03-10T15:40:46Z,2025-03-10T15:40:40Z,318,CLKQ470I,6342,English,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
befc24c5a758,67cf06b366b1c763477af090,APPROVED,Not Applicable,2025-03-10T15:35:53Z,2025-03-10T15:41:49Z,2025-03-10T15:41:49Z,2025-03-10T15:41:49Z,356,CLKQ470I,1149,English,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
fdd2d61aaa34,67cf06cb4eb9b88656ab3318,APPROVED,Not Applicable,2025-03-10T15:36:09Z,2025-03-10T15:44:02Z,2025-03-10T15:44:05Z,2025-03-10T15:44:03Z,474,CLKQ470I,989,English,56,Female,White,United States,United States,United States,English,No,Part-Time
d69bc78f8dc6,67cf06d245e2cf5d3bb3572d,APPROVED,Not Applicable,2025-03-10T15:35:55Z,2025-03-10T15:41:57Z,2025-03-10T15:41:59Z,2025-03-10T15:41:58Z,362,CLKQ470I,779,English,34,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
de4270243815,67cf06d910b08dffc7ee9242,APPROVED,Not Applicable,2025-03-10T15:36:10Z,2025-03-10T15:41:15Z,2025-03-10T15:41:16Z,2025-03-10T15:41:16Z,305,CLKQ470I,896,English,32,Female,White,United States,United States,United States,English,No,Full-Time
ef94be339f5a,67cf06dac77a93840adaa0ae,APPROVED,Not Applicable,2025-03-10T15:36:00Z,2025-03-10T15:43:46Z,2025-03-10T15:43:57Z,2025-03-10T15:43:46Z,466,CLKQ470I,113,English,25,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
03bdf8ae8697,67cf06e3c136391f8f0caf86,APPROVED,Not Applicable,2025-03-10T15:36:10Z,2025-03-10T15:44:26Z,2025-03-10T15:44:28Z,2025-03-10T15:44:26Z,496,CLKQ470I,619,English,25,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
a59ff48c2cab,67cf06e97b91eeb52d2622a2,APPROVED,Not Applicable,2025-03-10T15:36:13Z,2025-03-10T15:42:36Z,2025-03-10T15:42:36Z,2025-03-10T15:42:38Z,383,CLKQ470I,6463,English,52,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
95e378219475,67cf06ef4046d3ace6afe100,APPROVED,Not Applicable,2025-03-10T15:36:20Z,2025-03-10T15:41:36Z,2025-03-10T15:41:37Z,2025-03-10T15:41:37Z,316,CLKQ470I,1154,English,32,Male,White,United States,United States,United States,English,No,Part-Time
8d24f67a10d4,67cf06f1bd6fdf72aa50205f,APPROVED,Not Applicable,2025-03-10T15:36:25Z,2025-03-10T15:42:49Z,2025-03-10T15:42:49Z,2025-03-10T15:42:49Z,384,CLKQ470I,194,"English, Spanish",30,Male,White,United States,United States,United States,English,No,Full-Time
dd75af8606e0,67cf06f504d12ee68bdb3b62,APPROVED,Not Applicable,2025-03-10T15:36:41Z,2025-03-10T15:50:12Z,2025-03-10T15:50:14Z,2025-03-10T15:50:13Z,812,CLKQ470I,325,English,22,Male,Black,United States,United States,United States,English,Yes,Part-Time
5a9904174cb7,67cf0715a3c9faf8e9be2b1d,APPROVED,Not Applicable,2025-03-10T15:36:57Z,2025-03-10T15:43:44Z,2025-03-10T15:43:52Z,2025-03-10T15:43:45Z,407,CLKQ470I,3719,English,67,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
73d1586e3beb,67cf072366b1c763477af0ab,APPROVED,Not Applicable,2025-03-10T15:37:38Z,2025-03-10T15:49:10Z,2025-03-10T15:49:11Z,2025-03-10T15:49:12Z,693,CLKQ470I,638,English,72,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
262f9e609b22,67cf0726019a3a7d53e9ca66,APPROVED,Not Applicable,2025-03-10T15:37:19Z,2025-03-10T15:45:31Z,2025-03-10T15:45:32Z,2025-03-10T15:45:38Z,493,CLKQ470I,637,English,43,Female,White,United States,United States,United States,English,No,Other
ad780d4a731d,67cf0733e341bfc01e8d2b6e,APPROVED,Not Applicable,2025-03-10T15:37:36Z,2025-03-10T15:45:10Z,2025-03-10T15:45:13Z,2025-03-10T15:45:12Z,455,CLKQ470I,311,English,47,Male,White,United States,United States,United States,English,No,Part-Time
3ab6e2b1d0a8,67cf0738a158fc8c427af0b4,APPROVED,Not Applicable,2025-03-10T15:37:32Z,2025-03-10T15:42:12Z,2025-03-10T15:42:13Z,2025-03-10T15:42:13Z,281,CLKQ470I,1391,English,23,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
4f0695d994df,67cf0747e57ee0e8aec36cd2,APPROVED,Not Applicable,2025-03-10T15:37:49Z,2025-03-10T15:44:08Z,2025-03-10T15:44:16Z,2025-03-10T15:44:09Z,379,CLKQ470I,1330,English,23,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
1b924773b38b,67cf074f79b03de435353d47,APPROVED,Not Applicable,2025-03-10T15:38:03Z,2025-03-10T15:44:44Z,2025-03-10T15:44:44Z,2025-03-10T15:44:44Z,401,CLKQ470I,4171,English,41,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
ff8fd8d9bae6,67cf0753a58f6bc298f858e8,APPROVED,Not Applicable,2025-03-10T15:38:13Z,2025-03-10T16:22:20Z,2025-03-10T16:22:23Z,2025-03-10T16:22:21Z,2648,CLKQ470I,1460,"Spanish, English",31,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
9f1c423f7e0a,67cf0758854179f005298145,APPROVED,Not Applicable,2025-03-10T15:38:13Z,2025-03-10T15:42:53Z,2025-03-10T15:42:54Z,2025-03-10T15:42:54Z,280,CLKQ470I,771,"English, Other",44,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
05c0f8688e0f,67cf07610414f20dc02f48c0,APPROVED,Not Applicable,2025-03-10T15:38:26Z,2025-03-10T15:49:51Z,2025-03-10T15:50:10Z,2025-03-10T15:49:52Z,685,CLKQ470I,2611,English,30,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
bd8804e94263,67cf076503d27eaef95a9a7c,APPROVED,Not Applicable,2025-03-10T15:38:19Z,2025-03-10T15:44:33Z,2025-03-10T15:44:34Z,2025-03-10T15:44:34Z,375,CLKQ470I,2144,English,41,Female,Other,United States,United States,United States,English,No,Other
91cebe93879d,67cf076bc9e0376383d80175,APPROVED,Not Applicable,2025-03-10T15:38:25Z,2025-03-10T15:43:36Z,2025-03-10T15:43:42Z,2025-03-10T15:43:37Z,311,CLKQ470I,4118,English,32,Female,White,United States,United States,United States,English,No,Part-Time
38ab75824f72,67cf076faeba534fca0e0e22,APPROVED,Not Applicable,2025-03-10T15:38:40Z,2025-03-10T15:48:03Z,2025-03-10T15:48:04Z,2025-03-10T15:48:04Z,564,CLKQ470I,4671,English,65,Female,White,United States,United States,United States,English,No,Full-Time
c5000238bc0d,67cf07796344a89e456e6b61,APPROVED,Not Applicable,2025-03-10T15:38:42Z,2025-03-10T15:44:57Z,2025-03-10T15:44:59Z,2025-03-10T15:44:58Z,375,CLKQ470I,1829,English,46,Male,White,United States,United States,United States,English,No,Full-Time
ab5712bf301d,67cf077c85b1d36540acd9a4,APPROVED,Not Applicable,2025-03-10T15:38:44Z,2025-03-10T15:45:22Z,2025-03-10T15:45:23Z,2025-03-10T15:45:24Z,399,CLKQ470I,2099,English,56,Male,White,United States,United States,United States,English,No,Full-Time
e68915884623,67cf077fa158fc8c427af0c1,APPROVED,Not Applicable,2025-03-10T15:38:47Z,2025-03-10T15:46:24Z,2025-03-10T15:46:26Z,2025-03-10T15:46:25Z,457,CLKQ470I,368,English,45,Female,White,United States,United States,United States,English,No,Part-Time
541ef9e94372,67cf07859a8e623ae1a5bca5,APPROVED,Not Applicable,2025-03-10T15:38:54Z,2025-03-10T15:46:50Z,2025-03-10T15:46:56Z,2025-03-10T15:46:51Z,476,CLKQ470I,2232,English,77,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
7cae2e6ddd94,67cf079bf604efa5a2195a27,APPROVED,Not Applicable,2025-03-10T15:39:16Z,2025-03-10T15:45:52Z,2025-03-10T15:45:53Z,2025-03-10T15:46:00Z,397,CLKQ470I,504,English,31,Female,White,United States,United States,United States,English,No,Full-Time
8d605d437713,67cf079c24569d9310720028,APPROVED,Not Applicable,2025-03-10T15:39:16Z,2025-03-10T15:46:14Z,2025-03-10T15:46:15Z,2025-03-10T15:46:15Z,418,CLKQ470I,353,English,40,Male,White,United States,United States,United States,English,No,Full-Time
422fb42f7df9,67cf079fec16fdee520a444c,APPROVED,Not Applicable,2025-03-10T15:39:20Z,2025-03-10T15:44:38Z,2025-03-10T15:44:41Z,2025-03-10T15:44:39Z,318,CLKQ470I,5583,English,63,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
21538ba606e2,67cf07a7ffc8b588d2f82459,APPROVED,Not Applicable,2025-03-10T15:40:14Z,2025-03-10T15:48:23Z,2025-03-10T15:48:24Z,2025-03-10T15:48:26Z,490,CLKQ470I,425,English,49,Male,Black,United States,United States,United States,English,No,Part-Time
13217aa669aa,67cf07a8670a02adacd86bff,APPROVED,Not Applicable,2025-03-10T15:39:29Z,2025-03-10T15:45:50Z,2025-03-10T15:45:51Z,2025-03-10T15:45:58Z,381,CLKQ470I,2330,English,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
3d0babc161c8,67cf07ab9f2134922df1b272,APPROVED,Not Applicable,2025-03-10T15:39:23Z,2025-03-10T16:06:51Z,2025-03-10T16:06:57Z,2025-03-10T16:06:52Z,1649,CLKQ470I,53,English,62,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
06dd245bc2b0,67cf07ac6d6febd3118b14a0,APPROVED,Not Applicable,2025-03-10T15:39:42Z,2025-03-10T15:53:55Z,2025-03-10T15:53:56Z,2025-03-10T15:53:56Z,854,CLKQ470I,2313,English,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
fa6dbe13bc7d,67cf07bcb984946953e93ac9,APPROVED,Not Applicable,2025-03-10T15:39:55Z,2025-03-10T15:49:42Z,2025-03-10T15:49:43Z,2025-03-10T15:49:43Z,587,CLKQ470I,1128,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
056488f31340,67cf07be1d00ea856202ac1e,APPROVED,Not Applicable,2025-03-10T15:40:33Z,2025-03-10T15:57:31Z,2025-03-10T15:57:37Z,2025-03-10T15:57:32Z,1019,CLKQ470I,3,English,35,Female,Mixed,United States,United States,United States,English,Yes,Full-Time
de7bcf557cb6,67cf07c6a3931838c670ca9b,APPROVED,Not Applicable,2025-03-10T15:40:07Z,2025-03-10T15:51:03Z,2025-03-10T15:51:04Z,2025-03-10T15:51:04Z,657,CLKQ470I,877,English,79,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5788be9bd56f,67cf07cadb1e761cee632927,APPROVED,Not Applicable,2025-03-10T15:40:03Z,2025-03-10T15:46:42Z,2025-03-10T15:46:43Z,2025-03-10T15:46:43Z,399,CLKQ470I,407,"Chinese, English",24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
e301df25b299,67cf07ccabd6d93548f9c35b,APPROVED,Not Applicable,2025-03-10T15:40:00Z,2025-03-10T15:43:36Z,2025-03-10T18:29:53Z,2025-03-10T15:43:36Z,216,CLKQ470I,372,"Chinese, English",22,Female,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
e3cf78720d26,67cf07d17bf30277428981a6,APPROVED,Not Applicable,2025-03-10T15:40:10Z,2025-03-10T15:47:00Z,2025-03-10T15:47:01Z,2025-03-10T15:47:01Z,410,CLKQ470I,6433,English,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
f8a0634eed8b,67cf07d211b3874df73fb451,APPROVED,Not Applicable,2025-03-10T15:40:12Z,2025-03-10T15:46:49Z,2025-03-10T15:46:54Z,2025-03-10T15:46:50Z,398,CLKQ470I,2105,English,60,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
d1bf3584f486,67cf07d4cdee06dcf9c101a7,APPROVED,Not Applicable,2025-03-10T15:40:11Z,2025-03-10T15:45:24Z,2025-03-10T15:45:25Z,2025-03-10T15:45:28Z,314,CLKQ470I,6733,English,53,Female,White,United States,United States,United States,English,No,Full-Time
af448f278ad0,67cf07df4eb9b88656ab3359,APPROVED,Not Applicable,2025-03-10T15:43:08Z,2025-03-10T15:53:50Z,2025-03-10T15:54:03Z,2025-03-10T15:53:54Z,643,CLKQ470I,1826,English,31,Female,Black,United States,United States,United States,English,No,Part-Time
